职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
数据分析师,博万策略与规划部招聘,6k-8k,/北京 /,经验不限 /,本科及以上 /,全职,"
福利完善，职业发展通畅","
岗位职责：
1、 负责对厂商售后数据进行分析，撰写数据分析报告；
2、 负责根据既定规则对售后活动礼券进行批量审核；
3、 负责售后BI平台的运营与维护；
4、 负责梳理客户对BI平台功能变更需求，形成需求文档，并与IT开发协调，对开发尽量进行管理；

职位要求：
1、 大学本科及以上学历，统计与数学相关专业
2、 有1-2年数据分析经验为佳
3、 良好的逻辑分析能力和独立解决问题的能力
4、 能够使用SQL语句进行多表查询与汇总计算
5、 熟练使用Excel，对Excel VBA有一定了解
6、 能适应较高强度工作压力，工作日晚上及周末加班；性格开朗、有责任心、良好的职业操守

福利：
1、试用期缴纳五险一金
2、早九晚六，周末双休，法定节假日，带薪年假，定期体检，生日会等","北京 - 朝阳区 - 大望路 - 东四环中路41号嘉泰国际大厦B-306
","博万
企业服务
未融资
500-2000人
http://www.bwing.com.cn"
商业数据分析,拉勾网经营管理部招聘,6k-10k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
成长空间，六险一金，公司食堂","
一、岗位职责：
1、完成收入相关的数据统计与分析，为管理层跟踪收入进度、复盘经营情况、调整业务策略等提供数据支持；
2、从客户、产品、区域、团队、回款等维度，测算不同场景下的收入达成和变化趋势， 对风险指标和异常指标的变动，进行原因分析并提出有效建议；
3、对应收账款做账龄和趋势分析，把控回款风险；
4、负责业务部门除常规报表外的特殊报表和分析需求；
5、定期与业务团队进行沟通，掌握业务状况、存在问题，为业务团队良性发展提供建议支持。 
  二、教育经历
1、本科及以上学历；
2、对数据敏感度高，互联网公司数据分析1年以上工作经验者优先；
3、熟练掌握Excel、PPT ；
4、有较强逻辑思维能力与独立思考能力，对业务有深入了解和洞察；
5、沟通协调能力强，擅长跨部门高效沟通。","北京 - 海淀区 - 中关村 - 中关村创业大街海置创投大厦4层
","拉勾网
企业服务
D轮及以上
东方弘道(C轮,天使轮)，真格基金(天使轮)，前程无忧(D轮及以上)，启明创投，贝塔斯曼(B轮)，贝塔斯曼(A轮)
500-2000人
http://www.lagou.com"
数据分析师,上海麦晗科技有限公司招聘,15k-30k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
发展前景具有吸引力","
1. 分析已有业务数据，帮助业务快速提升；
2. 建设业务分析模型，不断评估和优化业务分析模型。
3. 支持业务上各种统计分析需求。
任职要求：
1. 数学、统计学、计算机相关专业优先，对数据分析有强烈兴趣者优先；
2. 精通 SQL，熟练使用 Python 进行数据清洗、分析；
3. 数据逻辑清晰，沟通能力强，业务理解能力强，能快速理解业务，发掘业务细节和数据之间的联系；
4. 有资讯类产品业务数据分析经验，有大型互联网公司数据分析经验、互联网数据建模分析经验者优先，有一线产品或运营业务优化经验者优先；
5. 熟悉hive，spark等大数据开发工具。
6. 有构建数据仓库经验者优先。
 ","上海 - 浦东新区 - 张江 - 博霞路22号302室
","上海麦晗科技有限公司
移动互联网
未融资
50-150人
http://www.lagou.com/gong..."
数据分析师,前河摄影招聘,19k-34k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
早九晚六、周末双休、高薪职位、","
1、对风控数据进行日常监控，建立健全相关的报表监控体系
 2、监控产品关键的风控数据，对异常点进行深入分析和出具风险分析报告（包括但不限于滚动率、账龄分析）
 3、协助IT同事进行风险端底层数据治理，创建风险数据集市","北京 - 东城区 - 东四 - 朝阳门内大街
","前河摄影
移动互联网 电子商务
未融资
少于15人
https://www.lagou.com/gon..."
资深数据分析师,三体科技招聘,20k-30k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
丰厚项目奖金、年终奖金","
岗位职责：
1、基于各业务需求，搭建数据分析维度体系，并通过统计学等科学方法对业务数据中涉及到的相关信息进行处理分析，提供专项分析报告；
2、通过用户行为和业务数据的分析，对业务问题进行探索分析，定位问题根源并寻求解决方案；
3、主动与业务方沟通，从数据角度独立分析业务中存在的问题，提出可执行的建议，为公司运营决策、产品方向、营销策略等提供数据支持；
4、对海量数据进行挖掘，构建分析模型，助力公司业务发展；
5、和其他团队紧密合作推动数据产品的落地，并表现出良好的团队协作交流能力；对业务部门分析师提供技术支持;
6. 熟悉行业内各产品和运营发展状况，能够提出有高度、有前瞻性的运营想法，或引入新方法新技能，以提升运营效果和效率。

任职要求：
1、本科以上学历，统计、运筹，数学、信息技术、计算机等专业，3年以上相关工作经历；
2、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗，预测，和建模的经验；
3、良好的数据思维、分析能力、逻辑思维能力，熟悉数据库技术，熟练使用SQL，会使用Python/R／SPSS／SAS进行数据分析，有算法和技术背景优先；
4、有良好的沟通能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力。","深圳 - 福田区 - 车公庙 - 创新科技广场二期西座701
","三体科技
移动互联网
B轮
深圳市远致投资有限公司(B轮)，深圳市创东方投资有限公司(A轮)
50-150人
http://www.3tkj.cn"
资深数据分析师,通华金科招聘,25k-50k,/上海 /,经验3-5年 /,硕士及以上 /,全职,"
周末双休,带薪年假,补充公积金,商业保险","
岗位职责：
1. 熟悉并参与客户的信贷全流程；
2. 理解第三方数据含义并进行深入的数据分析和挖掘；
3. 深入了解信贷产品的产品属性，业务场景、客群，识别风险；
4. 通过流程设计、模型及策略开发，对客户的贷前、贷中、贷后的信用风险和欺诈风险进行评估与计量；
5. 与后台技术团队合作，模型完成后能够尽快完成部署上线；
6. 监控模型策略效果，设计和解读各类分析报告，对模型和策略做出诊断和调优。

任职要求：
1. 硕士及以上学历，统计、数学、金融相关专业；
2. 能熟练使用数据分析相关语言如Python；
3. 熟悉常用数据挖掘算法（如回归、聚类分析、随机森林、支持向量机、神经网络等）及其原理，并具备3年以上相关项目经验；
4. 精通使用SQL访问和处理数据库数据，了解常用分布式计算和存储框架Hadoop/HDFS/Hive/Spark等，具备相关项目经验优先；
5. 具备良好的数据敏感度，能从大量数据提炼核心结果，并用简洁清晰的方式呈现数据分析背后的业务逻辑；
6. 有良好的跨团队、部门沟通及资源整合能力，能够独立开展研究项目。","上海 - 浦东新区 - 金桥 - 上海市浦东新区金沪路55号通华科技大厦
","通华金科
金融,移动互联网
未融资
150-500人
http://www.lagou.com/gong..."
数据分析,汇付招聘,10k-20k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
上市公司 合规风控 精英团队","
1.通过数据分析及建模，协助设计合规管理指标并优化；
2.在理解业务的基础上，对海量数据进行分析，输出数据分析结果，保证数据结果的准确性；
3.开发并持续完善各项业务数据的统计分析模型，确保其准确性、实用性及可衡量性；
4. 对于指标波动等情况进行数据分析，出具分析报告，提出有效建议；
5.与技术团队合作，建设合规数据分析能力；
6.完成日常合规策略的复核检查工作，确保线上策略体系正常运行；

岗位要求：
1、本科以上学历，统计学、数学、金融学、金融工程等相关专业；
2.具备良好的风险识别能力、数据分析能力和系统设计能力；
3.熟练运用SQL，精通至少一种专业分析工具，如Python、R、SAS等；
4.良好的团队合作精神和沟通、协调能力，有较强的钻研精神；","上海 - 徐汇区 - 虹梅路 - 普天信息产业园2期C5栋
","汇付
移动互联网,金融
上市公司
500-2000人
http://www.chinapnr.com"
数据分析师,极光研发中心招聘,8k-15k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
上市公司、技术氛围好、弹性工作制","

负责广告投放系统的需求调研，实时跟踪以及投放效果分析。
整理和编写数据分析报告。及时发现广告投放效果的变化和问题，并且提出优化方案。
负责公司日常的数据分析工作。

任职资格：
本科以上学历，数学、统计学等相关专业。
具有互联网行业数据分析经验，具有广告投放分析经验者优先。
熟练使用SQL，具有SPSS, Excel等数据分析软件的使用经验。
熟悉python或java程序开发语言
良好的逻辑思维能力和数据敏感性。","深圳 - 南山区 - 关口二路智恒战略性新兴产业园7栋
","极光
企业服务
上市公司
复星昆仲，IDG，Mandra capital(B轮)
500-2000人
http://www.jiguang.cn"
数据分析师（数据策略方向）,车好多集团产品经理招聘,15k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
股票期权,独角兽,领导好,团队好","
工作职责：
1. 发起/主持/参与业务项目，形成从“数据发现问题——提出解决问题的策略——推动策略落地——验证策略效果”的闭环，落实“以数据驱动业务发展”；
2. 针对具体业务问题，进行深度、诊断性的组合分析与挖掘，并给出建议；
    3. 沉淀分析思路与框架，提炼数据产品需求，与相关团队（如技术开发团队） 协作并推动数据产品落地；
    4. 与相关团队协作进行数据建模工作，推动业务部门的数据化运营。

    职位要求：
    1. 统计、数学、计算机专业本科及以上学历，3年以上相关工作经验；
    2. 有数据建模经验、数据化运营经验、数据类产品类规划经验，尤其是互联网行业相关经验的优先；
    3. 具备产品思维，熟悉产品工作内容，能与产品经理高效协作出色完成业绩；
    4. 具备良好的逻辑分析、文字表达能力，善于从商业、产品角度解读数据，能熟练独立编写商业数据分析报告，及时发现和分析数据中隐含的变化和问题，并能依据数据分析寻找改进机会；
    5. 熟练运用SQL，熟练运用EXCEL、R、Python等数据工具、熟练使用PPT，有很强的PPT功底；
6. 善于沟通和交流，有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目；
7. 具备良好的学习与抗压能力，能自我驱动，有强烈的责任感。","北京 - 朝阳区 - 将台路15号898创新空间瓜子二手车直卖网
","车好多集团
消费生活
D轮及以上
H CAPITAL、招银电信基金、首钢基金、红杉资本、经纬创投、蓝驰创投等(B轮)，红杉资本、光信资本，山行资本、微光创投、风云天使基金、诺伟其投资、经纬中国等(A轮)
2000人以上
http://www.guazi.com"
数据分析师（数据处理方向）,凡普金科招聘,15k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
发展空间大","
工作职责：
1、通过统计学等科学方法对业务数据中涉及到的相关信息进行处理，为公司业务和产品提供数据依托；
2、优化数据分析报表，加强数据可视化，形成数据产品，从而支持业务的需要。
3、参与用户调研，收集用户痛点并从用户体验视角分析用户心理与用户需求，建立用户画像；
  任职要求：
1、统招全日制本科以上学历，理工科相关专业，包括但不限于数学、统计学，计算机科学等；
2、2年及以上相关工作经验，熟练掌握MS Office办公软件，尤其熟悉Excel统计、分析的相关操作命令。熟悉SAS\SPSS、Tableau，掌握SQL语言、Python语言、R语言优先；
3、有较好的学习驱动力及有效的学习方法，具备良好的沟通影响力，包括聆听分析他人真实观点能力，及简单、准确表述自身观点的能力；
4、具备严谨的逻辑思维能力；","北京 - 东城区 - 银河SOHO D2座 17层
","凡普金科
金融
不需要融资
高榕资本(A轮)
2000人以上
http://www.finupgroup.com"
数据分析师（数据中心）,收钱吧招聘,15k-25k,/上海 /,经验1-3年 /,本科及以上 /,全职,"
平台大，福利好，牛人多，晋升机会","
从业务需求场景出发，协助产品部门完成业务数据模型的梳理和设计；
通过数据可视化形成图表和报告，为业务和产品部门探索商业价值提供数据支撑；
深入理解业务，发现业务特征和潜在机会，给出有效的行动建议；
与产品部门、技术部门配合不断提升数据产品的易用性；
任职资格：
2年以上互联网/咨询行业数据分析经验，本科及以上学历，数学及计算机相关专业优先；
具备优秀的数据分析能力、以及业务感觉，有丰富的数据驱动业务的实战经验；
熟练使用统计分析工具，逻辑严谨，能够独立分析和解决问题；
熟练使用SQL/Python者优先，了解Hadoop/Flink等主流大数据工具者原理的优先；
善于沟通，逻辑思维能力较强，善于学习新知识；","上海 - 普陀区 - 中江路879弄天地软件园4号楼2楼
","收钱吧
移动互联网
C轮
500-2000人
http://www.shouqianba.com"
数据分析师,小步网络招聘,20k-40k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
高薪酬股票期权热门海外业务氛围好牛人多","
岗位职责: 
1、深入了解产品和业务，对问题进行深入数据分析，帮助运营决策、产品和业务策略发现、分析和解决问题，并建立相关的分析模型
2、设计和验证数据分析模型，结合公司的业务需求，验证模型的有效性并不断优化
3、监测分析产品运营状况，解释异常波动进行分析；持续优化产品功能改造和业务拓展方向，提出和落实产品优化改造方案。
4、分析用户行为数据，探索用户行为模式，构建用户生命周期和构建用户标签体系等

任职资格: 
1. 本科及以上学历，信息、管理科学、统计、应用数学等相关专业优先。工作至少2年以上；
2. 能熟练运用SQL（熟练使用Python等更佳），独立且高效地完成数据的提取及分析，有处理海量数据的经验
3. 有数据敏感度，能从海量数据中提取核心结论，并用清晰且简洁的方式呈现其商业洞察.
4、有互联网行业经验，知道各类产品的数据
5. 逻辑思维清晰，严谨细致，有良好的沟通理解能力和跨团队协作精神","深圳 - 宝安区 - 西乡 - 宝安区互联网产业基地A区（东北门）5栋108（党群服务中心旁）
","小步网络
移动互联网
B轮
B+轮融资：oppo领投，SIG及启明等知名机构共同投资(B轮)
150-500人
http://www.lagou.com/gong..."
数据分析师,玩吧数据部招聘,15k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
七险一金,免费午餐,弹性不打卡,季度旅游","
岗位职责：
1.分析数据报表，监控产品运行数据
2.理解业务流程和关键点，确认重点监控指标
3.报告并分析数据异常的原因
4.协助产品和运营同学查询数据、分析结论
岗位要求：
1.正直、诚实、认真
2.熟悉SQL，了解noSQL，了解SQL优化与原理
3.熟练使用Excel高级功能
4. 对移动互联网社交、娱乐产品有热情，相信数据可以产生价值 
5.加分项：能编写简单的脚本或存储过程
【玩吧】是一款娱乐社交APP，《快乐大本营》和《暴走大事件》官方推荐，冠名《PandaKill》，引领狼人杀现象级风潮，AppStore社交排行榜Top15！公司策略稳健、行动迅速，我们需要你的才华，我们也懂得回报你的付出。","北京 - 东城区 - 东直门天恒大厦
","玩吧
社交
B轮
150-500人
http://www.moqiwanba.com"
数据分析师（金融）,车好多集团产品部招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
领导好,股票期权,奖金多,靠谱CEO","

岗位描述:
1、独立负责业务数据收集整理，对产品市场效果进行分析，并且结合业务对多种数据源进行深度诊断性组合分析、挖掘、深度分析；
2、通过专题分析，对业务问题进行深入分析，为业务的策略、产品优化提供数据支持；
3、能够配合各个产品线，快速理解业务逻辑，并提炼出数据分析方法；


岗位要求:
1、统计、数学、信息技术等专业本科及以上学历(硕士优先)，二年以上相关工作经历；
2、熟悉数据库基本原理，熟练运用SQL，熟练操作excel、PPT；熟悉数据挖掘的基本原理，熟练操作SAS、SPSS clementine等数据分析/挖掘工具的优先；
3、熟悉大数据平台操作，如hive使用，熟悉Python／php语言，熟悉Hadoop/Spark优先。
4、良好的数据敏感度，能从海量数据提炼核心结果，熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，给出建议；
5、具备良好的沟通能力和团队精神，较强的学习能力，能承担一定的工作压力","北京 - 朝阳区 - 将台路15号898创新空间瓜子二手车直卖网
","车好多集团
消费生活
D轮及以上
H CAPITAL、招银电信基金、首钢基金、红杉资本、经纬创投、蓝驰创投等(B轮)，红杉资本、光信资本，山行资本、微光创投、风云天使基金、诺伟其投资、经纬中国等(A轮)
2000人以上
http://www.guazi.com"
数据分析师,淘乐网络招聘,10k-18k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
五险一金 营养三餐 晋升空间 核心项目","
工作职责: 
1.所有投放数据整理汇总（日报 周报 月报 不定期数据汇报）
2.对现有数据技能型规范化处理，包括数据收集、归类、清洗等基础工作
3.掌握素材对应的数据情况，并定期产出汇总报告对全组分享
4.根据数据统计需要，不定期完善调整数据后台
5.结合投放及运营数据，深度挖掘并分析用户的特征，构建精准的用户模型，支持投放的数据化运营
6.不定期制定用户相关数据的采集、设计、建立、测试相关数据模型，从而实现从数据中提前决策价值，撰写分析报告

任职资格: 
1.全日制本科或以上学历，数学、统计学、信息与计算科学、金融等相关专业优先，有一年以上相关工作经验
2.热爱游戏行业，并且对手机游戏及广告投放具有一定的熟悉
3.数据敏感度高，了解各种分析方法和工具，懂SQL、SAS等，应用过常用的统计方法，如二元回归逻辑模型、决策树、群组分析等
4.具有良好的语言沟通能力，团队合作精神，工作细致、有耐心，能够承受工作压力善于学习","深圳 - 南山区 - 科技园 - 科技中二路劲嘉科技大厦15A
","淘乐网络
游戏
不需要融资
150-500人
http://www.taolegame.com/"
数据分析师,E-jade运营部招聘,8k-15k,/长沙 /,经验1-3年 /,学历不限 /,全职,"
年轻化,扁平化管理,海外交流,弹性工作","
工作内容：
1、通过数据分析对游戏运营提供数据支撑，优化运营整体流程，通过总结与改进，提升运营效果；
2、构建并优化游戏运营新媒体分析体系，为日常运营工作提供优化建议；
3、通过数据挖掘和分析用户行为数据等方法，推动运营整体方向调整，市场活动规划，给出资源投放优化建议等；
4、对游戏行业的竞品调研，熟悉并能合理分析游戏行业关键数据；
5、针对游戏项目进行专项数据分析，包括但不限于赛事数据分析、市场活动评估、版本变动效果、整体游戏生态等；
6、对游戏及用户深入了解，与各部门深度沟通合作，配合各部门小组制定未来工作规划。
  任职要求：
1、本科以上学历，数学，统计学，经济学，计算机等相关专业优先；
2、1年以上游戏或互联网行业相关数据分析工作经历；
3、强大的逻辑思维能力及主观能动性，具备独立完成复杂数据报告能力；
4、成熟的数据分析经验，熟练掌握至少一种数据统计分析工具；
5、沟通能力强，可以快速理解业务。","长沙 - 天心区 - 书院路保利国际B3栋23楼
","E-jade
移动互联网,游戏
不需要融资
150-500人
http://www.e-jade.com/"
数据分析师,省钱快报招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
成长空间、技能提升、免费三餐","

1、以实现业务目标为导向，支持产品运营日常数据分析需要；深入分析挖掘数据，应用数据分析方法为产品运营策略提供方案与建议，跟踪执行效果；
2、负责深度的专题分析，自选专题或者配合产品、运营、销售部门进行特定专题的深度数据分析，并形成分析报告；通过数据研究，探索提升用户增长的方法和路径；
3、结合业务发展需求，定期进行数据分析复盘机制及数据汇报工作；
4、竞品分析，收集行业及竞品信息，并进行分析。

岗位要求：
1、统招本科及以上学历，理工科背景，计算机、统计学、数学等相关专业，
2、具备2年以上互联网行业数据从业经验，有成熟、完整的数据驱动业务增长案例为佳；
3、熟练使用统计分析工具，如SASS、SPSS、R等一种或几种数据统计分析工具，必须能熟练使用SQL类SQL语言以及Excel，对统计原理、常用数据挖掘算法有一定了解；
4、具有良好的沟通能力，能够引导产品运营团队应用正确方法框架进行基于数据的产品运营；对数据具有足够的敏感性和洞察力，愿意在数据分析领域深入钻研。","北京 - 东城区 - 雍和宫 - 东安定门内国子监箭厂胡同22号雍和别墅
","省钱快报
移动互联网,电商
C轮
钟鼎创投、晨兴资本、中国平安(B轮)，晨兴资本(A轮)，好未来(天使轮)
150-500人
http://www.ibantang.com"
数据分析师,安硕信息（amarsoft）交付部招聘,8k-16k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
需求分析 信贷 金融","
岗位要求:
1、全日制本科以上学历，1年以上工作经验，软件相关专业优先考虑；
2、要求熟练使用SAS工具及其他数据分析工具；
3、熟练使用SQL语句；
4、熟练使用EXCEL，能熟练运用各种EXCEL公式；
5、具有一定的文档编写能力，熟练使用word；
6、会正常使用linux操作系统；
7、沟通表达良好，有信贷相关经验优先。
岗位职责：
1.根据需求进行产品关键模块的测试设计,编写测试用例进行Bug跟踪，并完成测试报告；
2.根据项目具体情况和进度要求，合理制定测试计划并根据测试场景现场灵活调配计划。","深圳 - 罗湖区 - 人民南 - 深圳市罗湖区深南东路5047号平安银行总行12楼
","安硕信息（amarsoft）
金融
上市公司
2000人以上
http://www.amarsoft.com"
数据分析师,黄金钱包运营部招聘,10k-15k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
全明星投资，互联网黄金，发展空间大","

1.增长：利用数据分析工具和精准分析模型，对多种数据源进行分析挖掘，对运营和投放策略进行数据支持；
2.健康度监测：制定和监控运营指标的变化，解读异常波动，并跟踪解决方案的效果；
3.对项目的效果进行信度，效度的把控检验；
4.能从数据角度对运营和产品工作提出优化建议和指导。


职位要求：
1.1-3工作经验，本科及以上学历，可以熟练使用SQL，Excel，会使用R语言或python数据分析工具更佳；
2.具有统计学相关知识，理解描述性统计，相关性统计原则，掌握假设检验，抽样实验，信度校验等统计研究方法；
3.理解多元线性回归等算法；
4.参与过较完整的数据采集，过滤，整理，分析和建模工作；
5.有互金、电商行业经历者优先。","北京 - 朝阳区 - 望京 - 望京SOHO
","黄金钱包
移动互联网,金融
C轮
中银国际旗下基金渤海中盛领投，光大控股旗下光控众盈资本、软银中国、慧科资本跟投。(C轮)，软银等5家投资机构(B轮)，软银(A轮)
50-150人
http://g-banker.com"
数据分析,拉勾猎头技术招聘,15k-20k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
稳定","
岗位概述：智能电视人工智能系统的产品体验、后台数据分析及基于产品运营的产品设计工作。

1、 后台数据分析 2、 产品策划 3、 用户体验 4、 产品设计 任职资格： 5、 全日制本科及以上学历心理学、社会学、传播学、统计学、数学等相关专业，产品运营工作3年以上经验； 6、 有较强的数据分析能力； 7、 对运营相关数据解决敏感度高； 8、 有一定的用研基础及用户需求洞察敏感度； 9、 有较强的产品运营策划的能力及文字功底。","深圳 - 南山区 - 科技园 - 中山园路1001号TCL国际E城D4栋TCL多媒体大厦6楼
","拉勾猎头
移动互联网,企业服务
D轮及以上
前程无忧(D轮及以上)
500-2000人
https://www.lagou.com/gon..."
数据分析师,动动招聘,15k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
弹性工作,出海产品,挑战大,海量数据","
职位诱惑：
年终奖金，期权激励，五险一金，补充医疗

【我们的动动情怀】

我们是慢点科技荣誉出品的动动/Pacer，我们致力于用技术的手段来帮助全世界的普通人享受到健康并富有活力的生活。

动动/Pacer是目前全球唯一一款同时在中国、美国及欧洲苹果AppStore健康分类始终排名前10的应用，AppleWatch全球首批第三方应用。目前，动动/Pacer已在全球积累了超过七千万用户，是继Nike、Fitbit、MyfitnessPal之后全球最有潜力的移动健康创业公司。

我们有世界上最好的团队，我们共同的目标是通过做成一件对社会有价值的事情，来成就最好的自己。我们坚持以创造价值为首要任务，并坚信收益会随之而来。我们以团队的中长期利益最大化为原则，兼顾团队每一位成员的工作成果与努力过程的平衡，以及新老员工在公司发展不同时间阶段贡献的平衡。

如果你也有同样的热情，认同我们的价值观，那么不妨一试，接受更有挑战的工作，与我们一起创造移动健康领域的无限可能。


【职位描述】
基于海量用户数据的挖掘、分析、清洗，提炼核心结果；
【职位要求】
1. 统计、数学、物理、计算机、信息学院或相关专业本科及以上学历；
2.对数据有极强的敏感度，喜欢折腾数据并从数据中发现价值。强大的逻辑思考能力和快速的学习能力；
3.一年以上数据分析或数据挖掘经验。有互联网大数据分析经验者优先；
4.熟悉python/R、SQL等语言，有使用科学计算类库或工具的经验者优先。

【我们所能给你的】
• 优秀团队，牛人指导，成长迅速。
• 全员Mac。
• 丰厚薪资和期权，五险一金+补充医疗保险。 
• 早10点上班，错开早高峰，弹性工作时间，不打卡。
• 免费晚餐
• 水果零食不断，各种team building层出不穷。","北京 - 朝阳区 - 团结湖 - 博瑞大厦A座1206
","动动
移动互联网,医疗丨健康
B轮
50-150人
http://www.dongdong.ba"
数据分析师,茄子快传数据部招聘,25k-50k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
16薪","
岗位职责： 1. 用数据分析和建模的手段推动公司各产品线的用户增长； 2. 与产品、运营、商务部门密切配合建立数据分析体系； 3. 和数据工程师一起推动增长平台建设。
任职资格
任职要求： 1.三年以上相关工作经验，有内容行业工作经历者优先； 2.对数据敏感，非常突出的数据分析和解决问题的能力。本科以上学历，数学、计算机等相关专业优先； 3.对于用户增长有不错的见解； 4.有扎实的数理统计功底； 5.熟练使用常见的数据分析工具：SQL、Excel 等；能使用python/R/SPSS进行数据分析和建模。","北京 - 海淀区 - 中关村软件园
","茄子快传
工具
B轮
150-500人
http://www.ushareit.com/z..."
25210V-数据分析师,陆金所陆金所平台科技中心招聘,13k-26k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
五险一金,节日福利,带薪年假,定期体检","
工作职责
1.分析用户交易行为、网站行为数据， 为业务部门提供数据、报表、分析专题等支持。
2.负责监控平台的建设，以及数据分析平台的建立
3.负责安全大数据挖掘与分析，进行风险建模，挖掘潜在的安全风险
任职要求
全日制大学本科，计算机、电子信息类优先
3年以上相关工作经验
1、 精通大数据分析和平台建设，如ELK stack 、hadoop、spark、kafka等
2、 熟悉PythonJavaScala等语言的数据处理和分析方法
3、 熟悉常用机器学习模型
4、 学习能力强团队合作意识好","上海 - 浦东新区 - 陆家嘴 - 上海市浦东新区陆家嘴环路1333号平安金融大厦
","陆金所
金融
B轮
国泰君安、腾讯、民生银行(民银国际)(B轮)
2000人以上
http://www.lufax.com"
数据分析师,噗嗤游戏数据中心招聘,15k-30k,/上海 /,经验不限 /,大专及以上 /,全职,"
六险一金 氛围好 发展快 项目奖金","
岗位职责：
1、提供游戏运营部门常规的数据支持，关键常规数据出具数据报告；
2、参与和协助新项目的数据埋点，以全面应对游戏上线后的各类分析需求和数据挖掘；
3、深入游戏，根据游戏内的成长线、流失点、用户行为特征、用户价值等方向进行数据挖掘和专项分析，并建立统一化的数据模型；
4、结合业务反馈以及市场需求，提出产品改进意见，不断完善数据系统和数据体系；
  任职要求：
1、熟练使用SQL，精通EXCEL，熟悉hive，Python，SPSS，Tableau，2年以上互联网产品数据挖掘或分析经验，热爱数据分析工作；
2、具备专业的数据处理和分析能力，有良好的数据敏感度和商业敏感性，善于运用图表有效表达分析观点；
3、具备独立思考、分析问题的能力，针对运营问题建立相应的数据模型，对数据有较强的敏感度，能承受一定的工作压力；
4、具备游戏数据产品设计、用户画像方面的数据建模经经验、热爱游戏、喜欢玩游戏者优先。","上海 - 徐汇区 - 漕河泾 - 上海市徐汇区古美路1595号漕河泾宝石园27号楼
","噗嗤游戏
游戏,社交
不需要融资
15-50人
http://www.puchigames.com"
数据分析师,掌门1对1在线教育市场部招聘,10k-20k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
员工旅游 五险一金 14薪","
岗位职责：
1、负责广告渠道相关数据分析工作， 根据业务需求建立数据预警与监测，提供数据支撑；
2、定期追踪业务方关键业绩指标情况，通过数据分析、挖掘等方式，为广告优化提供策略和建议；
3、负责对接数据开发等部门，推进数据需求及报表开发需求；
4、定期进行数据分析报告撰写及数据汇报工作;
5、协助负责Abtest系统的使用和分析，支撑业务优化。

任职要求：
1、本科及以上学历，计算机或数学相关专业优先；
2、2年以上工作经验；
3、熟练掌握sql、excel、PPT等，熟练tableau、python者加分；
4、性格开朗，推动力强，工作严谨。","上海 - 虹口区 - 北外滩 - 海伦路地铁站 1号口 金融街 F座3楼
","掌门1对1在线教育
移动互联网,教育
D轮及以上
华平投资，元生资本(D轮及以上)，投资方为影视明星任泉、李冰冰、黄晓明、章子怡和黄渤共同出资组建的明星风险投资机构StarVC，(C轮)，华兴资本旗下华晟资本(C轮)，达晨创投融资已完成。发展势头强劲(B轮)，顺为资本，青松基金(A轮)，青松基金(天使轮)
2000人以上
http://www.zhangmen.com"
