职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
数据分析师,同程艺龙住宿事业群招聘,15k-25k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
发展空间大，福利多","
工作职责：
1、主要负责同程艺龙集团住宿事业群数据分析工作；
2、工作包括但不仅限于为市场、产品、运营、业务等部门提供全方位的数据支撑；
3、定期输出深度数据分析报告，针对业务发展中的痛点问题进行深入分析，发现问题本质提出方案，最终和业务方一起落地以解决问题；
4、完善部门分析知识体系，不定期交流和分享数据分析方法论，提高部门整体数据分析能力；
5、赋能数据分析，定期与业务方进行分享和培训，提高业务部门数据分析能力，提高部门间沟通效率。
  职位要求：
1、统计学、数学专业优先，扎实的数理统计理论基础，并具备理论知识应用实践的能力；
2、5年数据分析工作经验，有用户增长、市场推广、数据化运营等方面经历优先；
3、良好的沟通能力、逻辑思维能力、业务理解能力，同时具备较强的系统性思维，对数据敏感；
4、具备大数据的处理能力，熟练掌握hive、SQL等数据提取工具，以及Python或者R、spss、excel等数据分析工具，了解行业内主流第三方数据公司的数据产品；
5、具备自己的数据工作知识体系和分析方法论，能够独立完成特定主题的数据分析工作，输出对业务部门有价值的数据解决方案；
6、具备自我驱动意识和较强的执行力；做事严谨，有责任心；具备洞察力和超前学习的能力。","北京 - 朝阳区 - 酒仙桥 - 酒仙桥北路10号院电子城IT产业园C1B
","同程艺龙
旅游
上市公司
万达、腾讯、中信(D轮及以上)，携程(C轮)，腾讯、博裕、元禾(B轮)
2000人以上
http://www.LY.com"
数据分析师,轻轻家教招聘,15k-25k,/上海 /,经验1-3年 /,本科及以上 /,全职,"
D轮融资、技术大牛、教育行业","
岗位职责：
    1、承担业务需求调妍、数据分析、数据提取等相关工作；
    2、对业务方的需求能准确理解，并对提供出去的数据质量高标准
    3、按时保质地完成公司交办的各项工作任务，确保工作质量和进度达到目标要求；
岗位要求：
   1、 统计学、计算机、数学等相关专业，本科及以上学历,一年以上数据分析工作经验; 
   2、 熟练使用SQL语言，有Mysql，Hive等使用经验； 
   3、 熟悉数据统计分析方法； 
   4、 对数据有较强的敏感性，热爱数据分析工作，具有较强的业务学习和理解能力，优秀的沟通和表达能力； ","上海 - 徐汇区 - 裕德路165号南洋1931
","轻轻家教
移动互联网,教育
D轮及以上
锴明资本、好未来、红杉、IDG(D轮及以上)，好未来(C轮)，好未来、红杉资本、IDG、挚信资本等(C轮)，红杉资本等(B轮)，IDG、挚信资本(A轮)
2000人以上
http://www.changingedu.com/"
数据分析师,字节跳动招聘,13k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
六险一金，弹性工作，免费三餐，租房补贴","
职位职责：
1、基于用户增长及渠道推广，负责业务分析模型的搭建，不断调优业务分析模型；
2、负责日常数据的监控及分析，发现并定位数据异常原因，提出解决方案；
3、提供日常数据支持，为业务拓展及优化提供决策建议；
4、定期针对业务及行业发展输出分析报告。

职位要求：
1、统计、数学、计算机、相关专业；
2、1年以上数据分析工作经验，熟练掌握Hive/SQL，精通Excel，掌握Tableau等BI工具尤佳；
3、结构化思维，对数据敏感，自我驱动强，能通过数据主动发现问题并解决问题；
4、具备抽象思维能力，能将重复的工作自动化。","北京 - 海淀区 - 知春路63号中国卫星通信大厦
","字节跳动
文娱丨内容
C轮
2000人以上
http://www.bytedance.com"
数据分析师,DJI大疆创新招聘,12k-20k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
发展空间 公司平台","
岗位职责： 
1. 负责供应链、市场销售、用户行为、企业管理等数据分析，推进数据在实际业务场景的应用；
2. 完善和细化业务指标体系，定期输出数据报告，帮助业务了解数据走向；
3. 对数据发现进行专题性分析，为业务发展决策提供合理化建议，并推动业务优化；
4. 参与数据业务建设，完善公司的数据体系。

任职要求：
1. 本科及以上学历，统计学、数学、计算机相关专业优先；
2. 具备3年以上工作经验，熟练使用Python，SQL，R等工具进行数据分析，擅长应用Numpy，Pandas，Jupyter等Python框架；
3. 掌握常用的数据分析方法，如回归、分类、聚类等；
4. 有良好的团队沟通能力和自驱力，有一定的数据敏感度；
5. 有预测算法、推荐算法等机器学习/深度学习算法实践经验者优先；
6. 有供应链、市场销售、用户行为、企业管理等数据分析挖掘相关工作经验优先。","深圳 - 南山区 - 科技园 - 高新区高新南四道18号创维半导体设计大厦西座14-24层
","DJI大疆创新
硬件
未融资
2000人以上
http://www.dji.com"
数据分析,乐逗游戏发行招聘,15k-25k,/深圳 /,经验5-10年 /,本科及以上 /,全职,"
领导好","
岗位职责：
1.  基于产品定位和特性，建立并维护数据平台的游戏数据，发现并跟进问题，优化数据维度和平台效率；
    2. 根据产品各模块功能点进行数据分析，并评估功能的效果；
    3. 根据数值设定，建立商业化模型，评估商城设计、道具定价及阶段性数值目标等内容；
    4. 通过数据分析评估玩家游戏行为，对后续版本的优化与改进提供数据支撑；
    5. 评估版本效果与运营活动效果，通过数据分析提供优化方案并输出分析报告
     任职资格:
1.  本科及以上学历，有3年及以上游戏工作经验，有平台数据分析或挖掘经验者优先；
    2. 熟悉游戏开发与运营流程，拥有一定技术背景者优先；
    3. 精通任一数据分析工具，熟悉SQL脚本编写，了解log日志打点，具备良好的编码能力；
    4. 能够根据数据分析提供游戏商业化设计，熟悉游戏商业化者优先。
    ","深圳 - 南山区 - 科技园 - 高新科技园中区科苑路15号科兴科技园A3栋16层
","乐逗游戏
游戏
上市公司
500-2000人
http://www.idreamsky.com"
【2020校招】数据分析师（反Sp...,陌陌运营部招聘,10k-20k,/北京 /,经验应届毕业生 /,本科及以上 /,全职,"
福利待遇好，发展前景好","
岗位职责：
1、对平台上存在的垃圾信息和坏用户进行识别，并进行有效的数据分析、快速处理，总结出可用的规律和特征；
2、掌握陌陌平台上的spammer作弊情况和对用户体验的伤害情况； 
3、评估、制定反垃圾/反作弊策略，有效处理垃圾信息的传播，打击作弊用户； 
4、能够发现反垃圾线上策略、后台、工作中不合理之处，并提出相应合理的建议，推进解决； 
5、能够协助部门leader快速响应工作需求，实现对各业务线反垃圾工作的灵活支持。
岗位要求：
1、20年毕业生；
2、熟悉软件、后台开发流程，掌握基础Python语言；对信息安全/网络安全/数据挖掘分析有浓厚兴趣者优先；
3、具备基本的数据查询分析与处理能力；熟悉elasticsearch、kibana操作者优先；
4、有良好的沟通、理解、表达能力，较强的求知欲、学习能力和团队合作精神，积极主动且有责任心和抗压能力。","北京 - 朝阳区 - 望京 - 阜通东大街1号望京Soho
","陌陌
社交
上市公司
500-2000人
http://www.immomo.com/"
数据分析师（行业频道）,汽车之家资讯中心招聘,15k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
优秀平台,绩效奖金,六险一金,出国游","
岗位职责：
1、基于产品用户行为及用户评价大数据，建立模型进行挖掘分析，对外输出数据报告或文章进行市场的分析和解读；
2、对汽车产业及市场（产销/渠道）数据进行深度分析，输出逻辑严谨、观点突出的行业及市场分析报告；
3、深入了解汽车行业（包括新车/二手车/后市场/新能源/智能网联等领域），根据行业洞察，建立专业性的分析专栏并在行业内传播观点；
4、定期参加行业企业或协会组织的交流、研讨会议，建立行业人脉以了解行业发展形势；
5、挖掘汽车行业内有价值的数据，梳理分析维度和指标并进行可视化展现，支撑公司行业数据产品的迭代。


任职要求：
1、经济学、管理学、统计学、数学、计算机等相关的本科及以上学历；
2、3年及以上互联网大数据分析或行业分析经验，具备知名互联网公司市场分析/大数据分析经历，或知名咨询公司及证券/投资公司行业分析经历，其他行业具备优秀分析及报告撰写能力的人员也可；
3、熟练使用PPT、Excel等基础办公工具，能制作简洁美观的图表；
4、具备大数据的处理能力，熟练使用SQL，熟悉hadoop等数据查询工具，能使用R/python等分析工具更佳；
5、学习研究能力强，分析逻辑严谨，文笔较好，具备专业报告的写作能力和图文展现能力；
6、具备汽车行业或市场分析经验者优先。","北京 - 海淀区 - 中关村 - 丹棱街三号中国电子大厦B座10层
","汽车之家
汽车丨出行
上市公司
2000人以上
http://www.autohome.com.cn"
数据分析师,金山办公软件大数据招聘,15k-25k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
免费三餐,免费健身房","
工作职责：
-负责日常运营、业务数据等分析
-针对产品需求做深入的数据分析报告，分析用户行为特征，为产品优化提供策略建议
-通过对数据的深度分析，规划、开发运营分析指标体系，为运营决策等方面提供数据支持和参考 

职位要求：
-两年以上相关行业工作经验 
-统计学、数学、计算机等相关专业本科以上学历 
-具有优秀的数据分析能力，能快速理解业务，并设计相应的数据模型 
-熟练使用office办公软件，至少熟悉一种数据分析软件（sas、R、clementine），独立完成数据分析报告 
- 有用户行为分析、用户运营、产品分析等分析经验的优先 
-熟练掌握SQL，熟悉常用数据统计和分析方法 
-有数据挖掘和建模经验的优先 ","北京 - 海淀区 - 上地 - 小营西路33号金山软件大厦
","金山办公软件
移动互联网
上市公司
2000人以上
http://www.kingsoft.com"
数据分析师,租租车招聘,8k-13k,/广州 /,经验不限 /,本科及以上 /,全职,"
五险一金，年终奖，周末双休，境外旅游","
岗位职责：
1. 深度挖掘用户数据，设计基于用户来源、行为路径、电子商务转化等的数据集市；
2. 根据不同的用户场景，搭建数据模型，深入分析业务数据，提供数据反馈和建议；
3. 以数据为依托，对各类分销渠道进行多维度的定价实验，并不断对效果进行调优，优化渠道配置；


任职要求：
1. 本科及以上学历；英语6级以上，有海外留学经验者优先；
2. 熟练使用GA、Power BI等数据收集/可视化工具，了解数据底层设计原理；
3. 熟练掌握及使用SQL，熟悉R/Python等分析工具优先；
4. 有互联网公司的产品运营、用户运营、数据分析经验者优先。
5. 聪明、能快速理解业务；热爱旅游，有海外自驾经验者优先。","广州 - 天河区 - 广州市天河区林和东路285号天安人寿中心31层
","租租车
旅游,消费生活
C轮
启明创投(A轮,C轮)，广发信德、创世伙伴CCV(B轮)，经纬中国(天使轮)
500-2000人
http://www.zuzuche.com"
数据分析师,阿里文娱招聘,25k-45k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
福利待遇，发展前景","

1、负责用户、内容等数据分析，基于对业务理解，搭建出可以准确反映业务运作健康状况的数据指标体系，且可以将指标体系产品化、工具化；
2、商业嗅觉灵敏，善于沟通，能够深入了解业务、挖掘业务问题和痛点，通过数据分析为业务决策、产品方向、运营策略提供数据支持，能够承担起业务增长的保驾护航任务；
3、沉淀分析思路与框架，提炼数据产品需求，提供对重点业务的数据分析&洞见，能够帮助业务给出优化建议和方案；
4、了解互联网工具、新闻资讯、分类信息聚合等行业，对行业有较清晰认知，及时提供行业动态，为业务发展提供精细到位的分析建议；
职位要求：
1.全日制本科及以上，数学、统计学、计算机专业优先；
2.从事数据/分析相关工作三年及以上，有咨询公司/投融资公司分析经验，或有互联网公司相关数据分析工作经历优先；
3.具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/Python、PPT等工具，或具备快速学习上述技能的潜力；
3.良好的数据敏感度，能从海量数据提炼核心结果；有数据分析、挖掘、清洗和建模的经验；
4.熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，具备良好的商业敏感度和创新意识，快速识别商业问题和机会；
5.具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目能力，具备跨部门协调获取资源的能力；","北京 - 朝阳区 - 望京 - 方恒国际中心
","阿里文娱
文娱丨内容,移动互联网
上市公司
2000人以上
http://chrcmp.chinahr.com..."
数据分析,汇合数据中心招聘,10k-14k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
银行创新团队项目","
岗位职责：
1. 负责开放平台数字化运营相关指标的监控跟踪与督办推动，及时对异常情况进行预警，组织开展运营督导与改进工作；
2. 负责日常IT运营数据采集获取和清洗整理，识别、分析和跟进异常数据，实现逻辑计算和结果校验，形成合理化建议，为优化决策提供依据；
3.负责IT运营报表的需求设计、逻辑实现、可视化开发以及验收优化等；
4.及时完成领导交办的其他任务。
岗位要求
1.全日制本科及以上学历，计算机、统计、软件工程、信息管理或数据分析相关专业；
2.2年以上数据分析工作经验；
3.能够准确把握数据特征，并有效地对数据和分析结果作可视化展示；
4.熟悉SQL语法，能够熟练使用Oracle/Sqlserver/mysql等主流数据库；
5.熟练使用Excel、VBA、PPT等软件工具，具备良好的数据统计、处理、分析及展示能力；
6.具有Python/R/SAS/Matlab/Powerbi/tableau等工具数据分析经验者优先;
7.具有较强的逻辑思维能力、数据敏感度以及条理性，具有主动学习、自我完善的能力，具有较强的文字功底和抗压能力；
8.具备高度的责任心和团队精神，有较强的组织协调能力和人际沟通能力","深圳 - 南山区 - 科技园 - 招商银行信息技术部
","汇合
企业服务,金融
不需要融资
2000人以上
https://www.szhuihe.com/"
数据分析师,小米小米金服招聘,25k-49k,/北京 /,经验不限 /,学历不限 /,全职,"
上市公司、七险一金、稳定高薪、餐补","
、基于对公司业务的理解，负责各个业务模块的数据提取和报表开发；
2、校验并监控数据准确性，并能独立主动的完成差异原因调查分析，排查问题，推进业务发展；
3、整合需求，定期总结数据产品需求分析、规划设计，形成部门沉淀，为业务方提供系统化、可持续的数据解决方案。
任职要求：
1、擅长数据分析，对数据具有足够的敏感性，熟悉常规的数据统计和挖掘知识；
2、熟悉Hadoop，Hive等大数据开源工具，熟练使用；
3、HiveSQL/PostgreSQL。
加分项：
1、了解数据仓库建设的基本思路；
2、有电商领域的数据分析经验优先。","北京 - 海淀区 - 上地 - 顺事嘉业创业园E
","小米
硬件
D轮及以上
2000人以上
http://www.mi.com"
数据分析,京东物流分析预算部招聘,10k-20k,/杭州 /,经验1-3年 /,本科及以上 /,全职,"
领导nice 大厂","
1、负责运营团队数据整理工作；
2、负责kpi核心指标体系持续跟踪工作，相关项目的数据分析需求，跨部门沟通并推进上线；
3、通过数据发现经营环节中的各种问题，薄弱环节和漏洞，提出改善和优化方案，并督导优化方案的执行；
4、深入理解业务战略和方向，与业务一起构建数据体系、日常报表并推动数据产品化，协助经营完善管理体系完善。
1、统计学、经济学、计算机、物流相关专业，本科及以上学历，2年以上数据分析相关工作经验；
2、对数据非常敏感，具备良好的逻辑思维能力、组织沟通能力和团队精神，勇于承担责任；
3、熟练使用sql，对python和bi有一定程度掌握优先；
4、物流行业背景优先。","杭州 - 萧山区 - 北干 - 金城路华瑞汇金中心
","京东物流
物流丨运输
上市公司
2000人以上
http://www.jdwl.com"
数据分析师,彩讯股份业务二部招聘,9k-12k,/北京 /,经验不限 /,大专及以上 /,全职,"
五险一金 领导nice 上市公司理","
【岗位职责】
1、负责网络域用户敏感信息访问日志集中管控平台日常数据运营；
2、能够基于移动业务数据，搭建维护数据引入ETL流程；
3、能够基于数据规范和数据处理逻辑，发现数据问题；
4、能够基于需求，对业务数据进行统计分析，出具分析报告；
5、能够快速熟悉苏研大数据产品，具备现场配置和维护的能力。

【任职要求】
1、掌握数据库基础知识，熟练编写SQL语句；
2、熟悉使用Linux系统，熟悉linux命令；
3、了解Hadoop生态圈，熟悉Hive、MPP等基础组件者优先；了解Python或R者优先；4、对电信运营商B域、O域、M域数据了解，具有电信运营商数据应用类项目经验优先。
5、具有良好的沟通、团队协作、规划能力，执行力强；
6、有较强的沟通和写作能力，能与集团直接对接各种工作，响应临时需求，配合完成日常项目的相关文档编制和沟通汇报工作。","北京 - 西城区 - 月坛 - 移动大厦B座18层
","彩讯股份
移动互联网,消费生活
上市公司
500-2000人
http://www.richinfo.cn"
数据分析师（海外运营）,三七互娱海外运营部招聘,10k-15k,/广州 /,经验不限 /,本科及以上 /,全职,"
上市公司,平台好","
工作职责:
1. 负责平台运营活动上线数据跟踪、产品等数据分析，探寻问题与优化空间，为业务提供分析指导；
2. 负责公司产品各阶段数据的整理、分析及提交数据报告，重点对用户行为数据进行分析和挖掘，利用数据分析结论推动产品的优化；
3. 对业务数据进行整合、分析挖掘，挖掘产品以及用户潜在信息，为营销、运营及决策提供业务分析及数据支持。

岗位要求：
1. 了解数据库，熟悉sql，有python或R语言经验优先；
2. 熟悉数学建模分析算法，具有优秀的数学基础和数据分析能力；
3. 对数据结构、数据挖掘和机器学习的常用算法有一定了解，有实践经验优先；
4. 接触过数据仓库和大数据处理系统（如redshift,hive等）优先。","广州 - 天河区 - 天河公园 - 百合路19号三七互娱大厦
","三七互娱
游戏
上市公司
2000人以上
http://zhaopin.37.com"
数据分析师,盛付通数据服务中心招聘,10k-20k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
工作氛围好,福利待遇好,弹性工作","
岗位职责：
    1、收集各种产品数据化运营需求，并抽象成为通用的数据需求，形成具有共性或者行业共性的分析模型，并形成行业的分析模型;
    2、理解业务，挖掘用户行为特征等信息，为运营和产品改进提供数据支持和可落地的优化方案，并监控和评估实施效果；
    3、参与用户分群、用户价值、用户生命周期等数据研究，并通过精细化运营等手段实现用户活跃度的提升；
    4、对数据价值化有深刻的理解。通过数据分析、调研等手段，解决业务问题，支撑精细化运营、支撑产品侧的体验和优化分析。
    任职要求：
    1、计算机、信息管理、软件工程、统计学、数学、金融学等相关专业本科或以上学历；  
    2、3年及以上数据分析经验，具有互联网金融行业经验者优先；
    3、熟悉hive-sql，掌握至少一种统计工具（SPSS、SAS、R等）,有hadoop等分布式计算平台使用经验者优先；
    4、熟悉数据挖掘的常用算法，拥有海量数据处理和挖掘经验者优先；  
    5、具有良好的商业敏感度和数据分析技能，能够进行高效而实际的分析方法以解决各类的业务问题。  
   ","上海 - 浦东新区 - 上海市浦东新区张衡路666弄1号（A栋）9楼
","盛付通
移动互联网,金融
不需要融资
150-500人
http://www.shengpay.com"
数据分析,麦子金服招聘,15k-25k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
交通便利,领导好,水果提供,餐补","
岗位目的：
1、通过分析多维度数据，建立用户及产品价值分析模型，深入挖掘数据逻辑，利用量化分析推动业务决策，针对用户行为进行合理预测；
2、跟踪投资人的整个流程，从前端注册、转化、活动运营、沉睡唤醒等各个维度利用数据分析提高转化率和客均投资量；能够善用python\excel等工具建立可视化分析体系，及时发现业务数据变动趋势，并持续优化现有营销策略；
3、能够与业务共分担业务职能，提高和促进业务目标达成；与产品、运营、二级市场等部门紧密合作，推进智能化和自动化业务策略落地。

主要职责：
1、深入挖掘数据逻辑，利用量化分析推动业务决策，针对用户行为进行合理预测；
2、能够善用python\excel等工具建立可视化分析体系，及时发现业务数据变动趋势，并持续优化现有营销策略；
3、承担业务线支持职责，为业务KPI达成负责；
4、与产品、运营、二级市场等部门紧密合作，推进智能化和自动化业务策略落地；
5、良好的沟通协调能力及项目管理能力。

任职要求：
1、大学本科及以上学历；具有互联网金融从业经验者优先；
2、2年及以上数据分析工作经验，优秀的数据分析能力、敏锐的数据洞察力、结构化思维能力；
3、熟练操作SQL、HIVE，掌握至少一种数据分析工具（sql ,python,sas等），有一定的编程功底；
4、具备高度的责任感，优秀的沟通能力、团队及跨部门协作能力与抗压力","上海 - 浦东新区 - 上海市浦东新区浦建路76号由由国际大厦11-12楼
","麦子金服
金融
A轮
500-2000人
http://www.maizijf.com"
数据分析师,字节跳动招聘,15k-30k,/北京 /,经验不限 /,本科及以上 /,全职,"
六险一金，高薪期权，弹性工作，免费三餐","
职位职责：
1、负责通过运营和调研来获取数据，根据报告框架，组织撰写数据报告；
2、负责将报告在各平台进行运营，并监控和评估运营效果；
3、负责将市场关于价值类产品和渠道的相关信息进行调研，来支持业务决策；
4、负责对报告数据和内容进行框架管理运营，实现商业化支持。

职位要求：
1、具有3年以上市场调研或战略咨询行业经验；对互联网和移动互联网行业有深刻的认识与敏感度；
2、具有清晰的数据报告规划与结论产出能力，能精确的提出需求，并独立完成数据报告提炼重要结论；
3、具有出色的数据加工能力，出色的PPT撰写能力；
4、逻辑条理清晰、工作执行细心缜密、注重细节和用户体验；
5、善于协调各方资源，具有优秀的沟通表达能力；
6、工作积极主动，责任心强。","北京 - 海淀区 - 知春路63号中国卫星通信大厦
","字节跳动
文娱丨内容
C轮
2000人以上
http://www.bytedance.com"
数据分析师,量化派招聘,13k-20k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
六险一金 餐补交补","
任职要求
1、熟练掌握word、excel操作
2、较熟练掌握sql查询技能，能够实现基本的查询需求
3、具备较强的数据敏感度和统计思维，可以独立完成分析报表
4、具备基本的金融领域相关知识
5、掌握至少一门工具语言（python、R等）处理数据者优先
6、具备互联网金融相关领域经验者或数据运营分析经验者优先
7、985、211院校，统计学、数学、计算机专业者优先
工作职责
1、负责对业务数据进行梳理，支持其他业务部门的基本数据需求
2、对业务数据进行分析，能够独立完成基本的分析报告
3、具备独立思考，解决突发事件的能力","北京 - 海淀区 - 中关村 - 互联网金融中心1102
","量化派
金融,数据服务
C轮
150-500人
http://www.quantgroup.cn"
数据分析师（数据运营）,驰骛科技ChiefClouds招聘,10k-20k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
五险一金补充商保免费零食免费晚餐年度体检","
职责：
1、深入理解公司业务，利用数据挖掘等方法对项目的多种数据源进行诊断分析，提供数据运营的指导；
2、负责客户项目的需求调研、专题分析，通过对数据的挖掘分析给业务方输出高质量的分析报告；
3、对实施的项目进行数据追踪，定期整理数据给出项目分析报告，以数据分析驱动综合运营效率提升；
4、快速响应，处理业务相关的临时需求，能够针对重点需求进行数据项目立项；
  任职要求：
1、统计学、数学、管理科学、计算机等相关专业，全日制本科及以上学历；
2. 1-3年数据分析相关经验，互联网背景优先；
3. 掌握数据库相关知识，熟练操作EXCEL（函数、数据透视表等），SQL；
4. 优秀的逻辑思考能力，良好的数据意识和商业思维，对数据敏感，能通过数据分析发现有价值信息；
5、有家电行业、电商行业背景优先；","上海 - 徐汇区 - 宜山路900号
","驰骛科技ChiefClouds
数据服务,移动互联网
A轮
50-150人
http://www.lagou.com/gong..."
数据分析师（风控建模方向）,中诚信征信数据分析部招聘,15k-30k,/北京 /,经验1-3年 /,硕士及以上 /,全职,"
五险一金,免费午餐,下午茶,独立四合院","
岗位职责：
1）负责信贷业务数据处理、变量加工和建模等工作；
2）与产品、技术的同事沟通协作，推动信用评估模型在具体业务层面和风控系统中的落地使用；
3）参与数据源接入的相关需求和数据测试工作；
4）跟踪、监测、维护及优化信用评估模型体系，确保模型的有效性；
5）参加和跟进与风险管理相关的系统项目开发和测试工作。
  任职要求：
1）1年以上风险建模相关经验；
2）熟悉建模流程和原理，能够围绕业务和产品特征建模解决实际问题；
3）熟练使用R/python其中一种统计分析软件即可，熟练使用 SQL，熟悉Java者优先录用；
4）硕士及以上学历，数学、统计、计算机等相关专业均可。


公司简介：（ http://www.ccxcredit.com.cn/） 
    中诚信征信有限公司（简称“中诚信征信”）隶属于中诚信集团。在企业征信、个人征信、商业信息服务、市场调研咨询等领域，拥有十余年的丰富经验。公司始终坚守中立、客观、公正的理念，秉持专业、诚信、严谨的操守，做市场认可的独立第三方征信机构。
    中诚信征信于 2014 年 6 月，率先获得全国企业征信业务经营备案资质，并于 2015 年 1 月，成为首批获准开展个人征信业务准备工作的独立第三方征信机构。作为第一批央行获得批准开展个人征信准备工作的民间征信机构，中诚信征信在商业利益驱动以外，希望能通过市场化行为和生活化应用让更多的人更好的了解个人信用的价值，促进我国社会化信用体系建设良性发展。
我们的优势 
 底蕴：隶属于中国最大的信用管理集团--中国诚信集团。
 资质：中国第一张企业征信牌照、首批个人征信准备工作牌照。
 专业：十余年征信行业领导者，持续专注于征信技术的研发。
 客观：坚持独立第三方定位，秉持客观中立原则。
 全面：线上与线下征信相结合，涵盖标准化与定制化服务。
 创新：中国首批互联网大数据征信的践行者。
我们的福利：
    我们不仅为员工提供优厚的福利保障，还致力于打造轻松、愉快的团队环境：
——按国家标准缴纳社保、公积金；
——年度14-15薪；
——扁平化管理，平易近人的领导团队；
——丰富的内、外部培训分享平台；
——每周五4点半下班，开启各类丰富有趣的团建活动；
——弹性的工作时间；
——免费的优质午餐、可口的下午茶；
——位于东二环环境优美的独立四合院，紧邻地铁5、6号线东四站。","北京 - 东城区 - 东四 - 礼士胡同54号
","中诚信征信
数据服务,人工智能
不需要融资
150-500人
http://www.ccxcredit.com...."
数据分析师,和信贷招聘,15k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
五险一金 地铁周边 周末双休 带薪年假","
岗位职责：
1.为业务提供数据支持，根据业务发展情况不断完善日常报表
2.熟悉用户生命周期管理建设，搭建用户分层体系，针对细分人群制定精细化策略，提升用户活跃及留存；
3. 整理并分析网站数据，撰写分析报告，从数据的角度给出运营建议；
4.密切关注行业动态及竞品情况，不断优化更新运营策略，及时对活动效果复盘
5. 善于发现业务中存在的问题，进行深度专题分析，形成结论并独立撰写分析报告。
任职要求：
1、 金融、统计、数学、计算机等专业优先；
2、 熟练使用Excel、SQL、SPSS，能够使用SAS、R、Python者优先；
3、积极主动，责任心强，考虑问题细致，执行力强。","北京 - 朝阳区 - 大望路 - 建国路甲92号世茂大厦C座13层
","和信贷
金融
上市公司
150-500人
http://www.hexindai.com"
数据分析（HRBI）,美团点评招聘,16k-30k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
优秀团队，发展空间","
岗位职责：
    1. 负责各个BG/平台人力资本分析，深入业务领域，通过数据分析支持并驱动组织发展和业务目标的达成;
    2. 负责对接HR-COE各个部门，深入了解每个HR模块的工作流程和管理要求，支持各模块的运营分析，帮助COE各部门做决策支持;
    3. 与HRBP/COE Leader及业务leader结对，对组织和业务问题进行深入研究，促进组织变革与业务发展;
    4. 集团科学管理理念和要求的传播者和实践者，辅助集团战略分析团队不断迭代;
    5. 建立人力资本分析模型，通过数据发现和解决组织挑战，并提升HR自身的运营能力。
     为什么要加入我们？
    1. HR分析是继商业和财务之后快速崛起的分析分支领域，可供发挥和发展的空间较大；
    2. 团队内外在分析、HR等相关领域同学经验都相对丰富，可以促进相互的学习和进步；
    3. 数据丰富程度高，可以有更多探索的空间。
     任职资格：
    1. 8年以上数据分析项目相关的工作经验，负责过商业分析、行业研究、管理咨询、人力资本分析等项目；
    2. 较强的数据分析和业务洞察能力，能够通过数据对组织进行诊断，并发现管理问题；
    3. 良好的沟通和协作能力，能够快速响应并准确把握分析需求，有能力把业务和组织挑战拆解为对应的分析课题并协助实施落地；
    4. 知名高校本科以上学历，数学与应用数据、统计、应用心理学、信息与信息管理等；
    5. 熟练使用常用办公软件和基本函数、熟悉2种及以上主流的数据分析和数据产品等工具，具备分析建模经验；
    6. 对HR或企业管理领域有深入的研究和案例实践（加分项）；
    7. 了解数据分析过程中的数据准备情况，具备实际的加工处理数据的IT能力（加分项）。    ","北京 - 朝阳区 - 望京 - 望京东路4号恒电大厦C座
","美团点评
消费生活
上市公司
2000人以上
http://www.meituan.com"
数据分析,瑞银信风险管理部招聘,10k-20k,/北京 /,经验不限 /,本科及以上 /,全职,"
五险一金,定期体检,每月补贴","
岗位职责：
1. 研究现有业务和客群，针对业务需求建立数据分析模型，为业务团队提供数据分析及业务诊断建议，撰写分析报告，分析范围包括市场、运营及风险，并不断优化结果；
2. 通过对数据的分析不断提取业务特征变量，从数据层面帮助业务团队加深对客户、产品、风险的认识；
3. 通过日常数据分析和深入专项分析，及时预警潜在风险或提示潜在业务机会

任职要求：
1.本科及以上,金融、数学、统计学、计算机等相关专业;
2. 熟悉统计分析和数据挖掘，具备熟练的Excel技能，具备一年以上SAS编程经验； 同时具备python等其他语言编程能力优先；
3.具有较强的逻辑思维能力和数据敏感度，可以独立进行数据分析并出具报告；
4.对消费金融和互联网金融有一定认识；
5. 好奇、勤奋、乐观，终身学习者，对数据分析充满热情。","北京 - 朝阳区 - 北京朝阳区工体北路4号 凯富大厦
","瑞银信
移动互联网,金融
不需要融资
2000人以上
http://www.ruiyinxin.com/"
