职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
互联网产品经理（酒店分销） ...,锦江信息技术（广州）有限公司创新产品设计部招聘,14k-20k,/广州 /,经验不限 /,本科及以上 /,全职,"
五险一金；员工旅行；弹性工作；绩效奖金","
岗位职责：
1、负责国内外酒店分销产品的需求规划及功能设计，包括产品原型、流程图、需求文档等；
2、主动与研发及运营保持紧密沟通，有效地推进项目落地，及时解决项目开发或运营过程中出现的问题；
3、深入了解酒店分销的业务场景，不断优化产品功能，重视产品体验；

任职要求：
1、本科及以上学历，3年以上互联网产品经理经验；
2、产品思路清晰，对底层及后台服务要有一定了解；
3、沟通协调能力强，能独当一面，有责任心；","广州 - 海珠区 - 东晓南 - 新滘西路300号铂涛大厦6楼
","锦江信息技术（广州）有限公司
移动互联网,旅游
不需要融资
500-2000人
http://www.wehotelglobal...."
题库产品经理,跟谁学招聘,20k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
弹性工作,六险一金,餐补饭补,带薪年假","
岗位职责：
1、负责中台内容产品的迭代，以及参与素材、讲义等教研产品的新系统搭建。
2、与公司内部的业务部门用户沟通，快速学习业务和准确理解业务，分析需求本质，给出合理的解决方案。
3、调研行业同类解决方案，分析产品数据表现、梳理产品需求，制定版本迭代计划。
4、跟进产品原型设计、UI设计、开发、上线、用户培训。
5、跨部门沟通合作，对接业务部门的产品、技术、运营，推进项目的实施。

任职要求：
1、 本科以上学历（统招），理工或社科类专业（非语言、设计、艺术类），3年以上产品经验，有教育行业或中台经验者优先。
2、具有较强的逻辑思维、结构思维能力，能全局、系统性的思考。
3、具备良好的沟通能力、学习力、执行力等，以便能推进实施过程，最终交付出高质量的实施结果。
4、对数据结构、编程原理有一定理解，能与技术进行交流实现方案。
5、工作认真责任，对交付物高目标严要求。","北京 - 海淀区 - 上地 - 文思海辉大厦 跟谁学总部
","跟谁学
移动互联网,教育
上市公司
2000人以上
http://www.genshuixue.com"
资深产品经理,拉勾猎头海外业务中心招聘,35k-60k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
平台大","
1、5年及以上互联网产品经理工作经验，有管理团队经验者优先； 
2、英文听说读写流利，可作为工作语言，能与海外用户沟通； 
3、有较强的战略思考能力和产品决策能力，具备良好的产品设计技能和用户体验知识； 
4、良好的团队合作精神、沟通表达能力，能承受高强度的压力； 
5、主动学习，对市场和用户保持好奇心，能够影响团队； 
6、热爱并了解数字阅读行业或有海外业务经验者优先。

1、深入了解业务目标，能进行初步的产品战略拆解； 
2、主动了解并研究市场、行业和用户情况和需求，制定有针对性的产品整体策略； 
3、对产品需求进行提炼，能够带领产品研发团队高效地迭代，持续优化； 
4、密切关注市场及用户反馈，跟进产品数据表现，能够快速响应变化。","上海 - 浦东新区 - 张江 - 碧波路690号张江微电子港6号楼
","拉勾猎头
移动互联网,企业服务
D轮及以上
前程无忧(D轮及以上)
500-2000人
https://www.lagou.com/gon..."
资深产品经理（电商）,宜家薪资面议招聘,20k-35k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
员工餐厅 企业年金 超长年假 外企福利","
职责描述：
The purpose of the job is to prioritize, coordinate and manage the development and deployment of innovative digital products for China market as well as ensuring that the development stay aligned with the set out business goals and KPI benefits for China
To work collaboratively with Retail China, other Product Owners and Managers in the China Digital team as well as Group Digital to actively manage the digital product backlog as well as working with chapter leads to ensure sufficient resources and functional expertise in the agile team. Work in close collaboration with Group Digital Product teams and closely aligned with the Group Digital product strategy as well as to the China Digital product strategy

任职要求：
• extensive of the market/area within which the product they are responsible for developing
• will be deployed and used technology landscape in eCommerce, digital channels and retail particularly in technology that is relevant to their product area
• extensive experience with agile development practices, particularly owning and running specific agile events such as backlog refinement and sprint reviews
• extensive experience in developing/writing user stories
• bring in a data-driven approach to decision making, both in day-to-day management and in making strategic trade-offs","上海 - 徐汇区 - 田林 - 宜家办公楼
","宜家
消费生活
不需要融资
2000人以上
https://www.ikea.cn/cn/zh/"
数据产品经理,蜜蜂汇金招聘,20k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
六险一金 十五薪 节日福利 通讯补助","
工作内容：
1.负责银行数据产品规划，搭建并完善数据中台，满足业务线需求，提升数据使用效率，最终达到业务效率提升；
2.梳理数据从采集、加工、输出的标准化体系；
3.负责数据分析平台的完善，优化用户画像标签体系、报表体系；
4.从数据角度发现问题，预警问题，通过数据驱动增长；
5.搭建实时、批量大数据产品体系，满足不同场景下数据的要求。

任职要求：
1.统招本科及以上学历，统计学、数学、经济学相关专业优先；
2.3年及以上相关数据产品工作经验，金融行业优先； 
3.具备很强的对内、对外沟通能力；具有优秀的独立解决问题能力； 
4.对数据敏感，能够通过数据形成清晰的产品观点和一些前瞻判断； 
5.熟练使用SQL语句、EXCEL、PPT,至少能够熟练使用SPSS、R、Python或其他统计软件中的一种；
6.需要有很强的学习和抽象思维能力 。
工作地址","北京 - 朝阳区 - 四惠 - 东八里庄莱锦文化创意园
","蜜蜂汇金
金融
不需要融资
500-2000人
http://www.beebank.com"
产品经理B端,LinkedME产品部招聘,20k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
14薪,公积金全额,年两次涨薪,免费午餐","
工作职责：
1.参与公司SDK产品、后台产品的需求规划及设计
2.负责与运营、UI、开发等部门的沟通，落实需求排期和进度跟踪
3.分析线上产品运营情况，了解用户反馈并提出改进方案，持续优化产品
4.梳理SDK和公司其他业务的关联需求，提供灵活且可扩展的支持方案
任职要求：
1.3年以上工作经验，具备企业产品经验者优先
2.具备较强的学习能力，逻辑思维能力，自我驱动能力
3.良好的口头和书面沟通表达能力，团队协作能力","北京 - 海淀区 - 西北旺 - 中关村软件园互联网创新中心B座603
","LinkedME
移动互联网,企业服务
B轮
险峰长青、金沙江(A轮)，宽带资本、云天使(A轮)，云天使基金(天使轮)
50-150人
http://www.linkedme.cc"
社区产品经理,铠麒网络社交网络事业部招聘,15k-20k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
项目盈利,五险一金,双休","
岗位职责：
1、负责社区产品的规划、设计、实施、运营；
2、参与用户调研，根据用户需求规划产品特性，持续对产品进行优化改进； 
3、与研发、设计协调沟通，把产品需求在技术端实现，执行并推进产品开发工作，并根据产品开发进度及时进行调整和优化；
4、根据用户反馈不断优化产品，提高用户体验；
5、负责产品的迭代和更新。


岗位要求:
1、大学本科或以上学历，计算机相关专业优先；
2、3年以上产品经理经验，有社区产品从0到1设计经验；
3、有社交、泛娱乐、直播产品工作经验加分；
4、有很强的沟通表达能力和团队合作精神、具有创业激情，能承受一定的工作压力。","杭州 - 西湖区 - 古荡 - 文三路478号华星时代广场广场
","铠麒网络
社交,游戏
不需要融资
150-500人
http://www.yonrun.com"
ARVR产品经理,趣途科技研发部招聘,10k-20k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
VR+教育，专业产品团队","
岗位职责：
1、负责动作捕捉及ARVR头盔类教育产品的规划和需求分析，包括：需求调研、需求分析、
竞品分析、功能规划、原型设计等
2、参与产品的目标、策略、计划、可行性分析，撰写产品规范和文案；
3、关注竞争对手状况，对市场变化反应敏锐，根据市场情况制定产品竞争战略和计划；
4、制定产品线的短期和长期发展方向，制订产品版本计划路线图；
5、在所负责的产品开发中起到关键角色，推动团队高效合作，并积极推动跨部门合作。
6、与研发团队进行需求沟通，完成产品开发、测试、版本管理，评审发布，产品上线等
相关工作，对产品迭代的效率和效果负责；
任职要求：
1、本科及以上学历；
2、3年以上产品经理经验，熟悉产品设计规划、用户调研、数据分析等。
3、出色的组织，协调能力和项目管理能力，并可提供实际工作中的成功案例；
4、熟练使用mindmanager、Axure、Visio等工具；
5、责任心强，执行力强，良好的自我驱动意识，优秀的沟通能力和团队合作能力。
6、熟悉ARVR领域的相关产品和技术优先；
7、有动作捕捉及ARVR头盔类软件产品设计者优先。","深圳 - 南山区 - 科技园 - 深圳湾生态科技园
","趣途科技
移动互联网,教育
未融资
50-150人
https://www.lagou.com/gon..."
数据产品经理,网易招聘,20k-30k,/广州 /,经验1-3年 /,本科及以上 /,全职,"
福利好，大牛多，平台大，16薪","
岗位职责：
 1. 负责网易游戏智能监控产品的设计和构建工作
 2. 应用机器学习算法和统计技术让监控数据为用户提供更好的洞见
 3. 与用户沟通，倾听和分析他们关于监控的需求，并与团队合作为用户提供解决方案
 4. 负责相关产品的竞品和前沿新技术调研
 5. 负责相关产品的客户运营，引导用户使用我们的产品解决问题

岗位要求：
1.  2年以上产品相关工作经验，最好有ToB SaaS平台产品工作经验
2. 数学、计算机等相关领域本科以上学位
3. 扎实的数学/统计学专业知识基础，熟悉常见的统计学和机器学习算法；
4. 有很好的产品分析、总结归纳能力，熟悉产品设计
5. 具有很好的理解能力、执行力、跨团队沟通和协调能力
6. 以客户为中心，为用户交付高质量的产品","广州 - 天河区 - 科韵路16号广州信息港E栋网易大厦
","网易
电商
上市公司
2000人以上
http://hr.163.com/"
资深产品经理,TRADE X （上海）招聘,30k-50k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
国际化团队，免费英语健身","

1.负责收集B端产品的市场需求、用户调研；
2.负责B端产品的交易结构设计、产品要素制定、产品流程制定、产品运营、产品优化等；
3.负责跟进B端产品系统上线；
4.负责B端与不同资金对接的支持工作；
5.负责公司内外部人员的培训和指导；
6.负责公司新业务方向的拓展和创新。

职位要求：
1.至少8年产品经验，有完整的B端平行进口车目经验，熟悉了解B端平行进口车产品的产品设计、资金对接、产品运营等流程；
2.熟悉B端进口车租赁的不同模式的结构和措施，了解国家相关政策和法规；
3.熟悉不同种类的资产对接资金的模式；
4.有成功的互联网产品经验，熟悉互联网产品的各个流程和产品运营；
5.有汽车行业从业，进出口业务，开证，押汇，垫税等经验者优先；
6.有B端产品团队领导经验者优先；
7.有留学背景，英语口语话优先。","上海 - 徐汇区 - 徐家汇 - WeWork国贸汇
","TRADE X （上海）
金融,汽车丨出行
不需要融资
50-150人
https://tradexport.cn/"
业务产品经理,长亭科技产品部招聘,15k-25k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
五险一金 包三餐 无限零食饮料","
岗位职责
挖掘客户需求，完成客户需求向功能需求的精确转化，持续推进产品功能迭代
带领团队成员协同合作，进行产品方案设计、落地跟踪，横纵向协调资源，进行整体的项目管理，为里程碑负责
竞品分析，研究产品业务及产品所在行业，对产品发展趋势有自己的见解
任职要求
熟悉 ToB 行业的商业模式
主动挖掘客户需求，有能力独立设计一套完整的产品原型
项目管理能力，可以主导协调推进公司内的大型项目及部分跨公司的项目
可以总结项目组外部综合反馈，形成精确的说明文档
帮助新人成长，能够将自己的经验传达给新人，并让其快速接受
逻辑思维能力强，善于抽象和简化复杂问题，并给出可行性强的解决方案
具有良好的学习能力、沟通能力和团队合作精神
能承受高强度工作压力，责任心强，执行力高，能够保质保量完成自己负责的工作","北京 - 海淀区 - 学院路甲5号院768创意园A座西区三通道2-007
","长亭科技
企业服务,信息安全
B轮
150-500人
https://chaitin.cn/cn/"
金融产品经理,富士康科技集团富士康旗下金融行业全子公司招聘,12k-20k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
年终奖、季度绩效奖金，晋升培训机制","
职位描述（有车贷、汽车融资租赁等经验更优)：
1、 负责互联网信贷市场研究，追踪行业热点趋势，完成业务设计方案；
2、 深入调研、分析并挖掘用户需求，完成产品方案、流程设计及产品测算；
3、 制定产品上线计划，协调相关部门人员参与产品合规性、风险政策、系统开发及上线运营；
4、 制定产品运营推广方案，监控并分析产品数据，收集用户需求及反馈，持续优化产品运营情况；
5、 通过市场调查和运营数据分析，对产品发展情况给予评估，优化流程，对各阶段的产品功能和特性进行取舍；
6、 跟踪竞争对手产品策略、市场现状，进行竞品分析，并提出应对解决方案。

任职要求：
1、 本科及以上学历，2年以上金融业务或项目管理经验，有车贷、融资租赁产品设计或运营经验优先；
2、 能独立撰写产品详细流程、用例及需求文档，有一定的项目规划及管理能力；
3、 具备互联网产品的管理能力与策划能力，了解业务整体流程，具备一定的产品运营能力；
4、 对业务规划和运营数据敏感，善于总结分析发现新的需求，对不断优化自己的产品有着自发的、源源不断的动力，对于用户是否喜爱自己的产品有着偏执的追求；
5、 思路清晰，有较强的表达能力和文字功底，良好的沟通和项目协调能力，团队意识强。","深圳 - 龙岗区 - 坂田 - 深圳市 龙岗区 星河WORLD1期A座 1505室
","富士康科技集团
电商,数据服务
上市公司
2000人以上
http://www.foxconn.com"
资深产品经理（社交）,宜家Digital Group招聘,20k-35k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
员工餐厅 企业年金 超长年假 外企福利","
职责描述：
The purpose of the job is to prioritize, coordinate and manage the development and deployment of innovative digital products for China market as well as ensuring that the development stay aligned with the set out business goals and KPI benefits for China
To work collaboratively with Retail China, other Product Owners and Managers in the China Digital team as well as Group Digital to actively manage the digital product backlog as well as working with chapter leads to ensure sufficient resources and functional expertise in the agile team. Work in close collaboration with Group Digital Product teams and closely aligned with the Group Digital product strategy as well as to the China Digital product strategy

任职要求：
• extensive of the market/area within which the product they are responsible for developing
• will be deployed and used technology landscape in eCommerce, digital channels and retail particularly in technology that is relevant to their product area
• extensive experience with agile development practices, particularly owning and running specific agile events such as backlog refinement and sprint reviews
• extensive experience in developing/writing user stories
• bring in a data-driven approach to decision making, both in day-to-day management and in making strategic trade-offs","上海 - 徐汇区 - 田林 - 宜家办公楼
","宜家
消费生活
不需要融资
2000人以上
https://www.ikea.cn/cn/zh/"
业务产品经理,长亭科技产品部招聘,15k-25k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
五险一金 包三餐 无限零食饮料","
岗位职责
挖掘客户需求，完成客户需求向功能需求的精确转化，持续推进产品功能迭代
带领团队成员协同合作，进行产品方案设计、落地跟踪，横纵向协调资源，进行整体的项目管理，为里程碑负责
竞品分析，研究产品业务及产品所在行业，对产品发展趋势有自己的见解
任职要求
熟悉 ToB 行业的商业模式
主动挖掘客户需求，有能力独立设计一套完整的产品原型
项目管理能力，可以主导协调推进公司内的大型项目及部分跨公司的项目
可以总结项目组外部综合反馈，形成精确的说明文档
帮助新人成长，能够将自己的经验传达给新人，并让其快速接受
逻辑思维能力强，善于抽象和简化复杂问题，并给出可行性强的解决方案
具有良好的学习能力、沟通能力和团队合作精神
能承受高强度工作压力，责任心强，执行力高，能够保质保量完成自己负责的工作","北京 - 海淀区 - 学院路甲5号院768创意园A座西区三通道2-007
","长亭科技
企业服务,信息安全
B轮
150-500人
https://chaitin.cn/cn/"
金融产品经理,富士康科技集团富士康旗下金融行业全子公司招聘,12k-20k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
年终奖、季度绩效奖金，晋升培训机制","
职位描述（有车贷、汽车融资租赁等经验更优)：
1、 负责互联网信贷市场研究，追踪行业热点趋势，完成业务设计方案；
2、 深入调研、分析并挖掘用户需求，完成产品方案、流程设计及产品测算；
3、 制定产品上线计划，协调相关部门人员参与产品合规性、风险政策、系统开发及上线运营；
4、 制定产品运营推广方案，监控并分析产品数据，收集用户需求及反馈，持续优化产品运营情况；
5、 通过市场调查和运营数据分析，对产品发展情况给予评估，优化流程，对各阶段的产品功能和特性进行取舍；
6、 跟踪竞争对手产品策略、市场现状，进行竞品分析，并提出应对解决方案。

任职要求：
1、 本科及以上学历，2年以上金融业务或项目管理经验，有车贷、融资租赁产品设计或运营经验优先；
2、 能独立撰写产品详细流程、用例及需求文档，有一定的项目规划及管理能力；
3、 具备互联网产品的管理能力与策划能力，了解业务整体流程，具备一定的产品运营能力；
4、 对业务规划和运营数据敏感，善于总结分析发现新的需求，对不断优化自己的产品有着自发的、源源不断的动力，对于用户是否喜爱自己的产品有着偏执的追求；
5、 思路清晰，有较强的表达能力和文字功底，良好的沟通和项目协调能力，团队意识强。","深圳 - 龙岗区 - 坂田 - 深圳市 龙岗区 星河WORLD1期A座 1505室
","富士康科技集团
电商,数据服务
上市公司
2000人以上
http://www.foxconn.com"
社交产品经理,源石云业务技术招聘,20k-30k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
公司团建，年终奖，下午茶，员工培训计划","
岗位职责：
1、负责小象优品主端社交/社群产品模块的规划和策略制定，包括现有产品的调优及新产品的设计；
2、负责产品数据指标制定和目标拆解，执行方法并推动实施；
3、协调各部门资源，对产品进行持续优化；
4、能够参与产品的运营、活动策划并推进项目的落地执行；
岗位要求：
1、5年以上移动产品经验，对社交产品有深入的思考；
2、有社交、用户产品经验或者新媒体运营经验者为佳；
3、喜欢钻研各种产品，有极客精神；
4、能输出比较规范的产品文档；
5、对数据策划和数据分析有一定经验；
6、良好的沟通能力及逻辑思维能力，良好的自我驱动力及推动能力；","上海 - 徐汇区 - 漕宝路 - 古美路1528号研祥科技大厦2楼
","源石云
移动互联网,电商
B轮
50-150人
http://www.xiaoxiangyoupi..."
资深产品经理,车轮招聘,20k-40k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
福利待遇好,扁平管理,团队氛围佳","
岗位职责：
1、新产品挖掘：快速某一领域的用户特点，善于利用各种工具挖掘用户需求，准确的把握用户的心理特点，并且将这些需求整理成体系；
2、产品实现能力：能够将需求转相关产品和功能，完成对应的产品交互社交，进行需产品的优先级排期，变成可开发的需求；
3、产品落地能力：在项目推进过程中，跨部门协调沟通，能够协调各资源以确保产品顺利发展，在团队中扮演核心人员角色；
4、产品分析能力：跟踪产品上线后的情况，根据用户反馈和数据分析，不断获取产品反馈以持续改进产品；
5、产品规划能力：负责产品规划、战略和布局，针对产品近期及长期目标制定具体产品计划，并负责推动落实相关业务指标的达成；
6、行业关注能力：对相关行业保持敏感，能够快速获得行业最新消息，找到一些创新的想法；

岗位要求：
1、有千万级用户的成功产品经验；
2、深入了解业务目标，能进行初步的产品战略拆解； 
3、主动了解并研究市场、行业和用户情况和需求，制定有针对性的产品整体策略； 
4、对产品需求进行提炼，能够带领产品研发团队高效地迭代，持续优化； 
5、密切关注市场及用户反馈，跟进产品数据表现，能够快速响应变化。","上海 - 闵行区 - 合川路2570号科技绿洲三期2号楼8楼
","车轮
移动互联网
C轮
曾李青、卫哲、易车网、君联资本(C轮)，易车(B轮)
150-500人
http://www.chelun.com"
中医产品经理,医联产品部招聘,15k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
独角兽企业,发展好,福利好","
职位诱惑：
独角兽企业,发展好,福利好

工作职责
1、负责医联医院合作相关产品线，收集和分析医院信息化需求；
2、深入研究、分析互联网医院业务场景，快速抽象业务需求，转化为产品解决方案，推动落地；
3、负责协调设计、研发和测试推进项目工作，跟踪产品开发进度，把控产品质量，确保按时验收产品；
4、协同运营、业务、商务共同探索业务发展模式，优化并设计业务架构，结合业务制定各类业务指标，定期输出并优化迭代产品和业务。

任职要求
1、1年以上中医相关产品经验（必须项），3年以上互联网从业经验；
2、具备一定的抽象能力，能够把表象的多种形态归类并抽象；
3、思路逻辑清晰，具备优秀的产品设计能力，关注细节，有过丰富的体验设计经验；
4、沟通推进能力强，能够快速推进事情落地，具备优秀的跨部门多角色沟通能力，执行能力强，工作态度严谨；
5、具有较强的事业心与自驱力，能承受快速发展型业务带来的工作压力。
注意：该职位由成都HR负责招聘，请务必接听成都来电座机，区号028，谢谢
工作地址
北京 - 朝阳区 - 朝外 - 金桐西路10号远洋光华国际中心A座23层","北京 - 朝阳区 - 朝外 - 金桐西路10号远洋光华国际中心A座23层
","医联
社交,医疗丨健康
D轮及以上
中投中财领投，红杉资本中国基金、中电健康产业基金、华兴新经济基金(D轮及以上)，中电健康产业基金战略投资，华兴新经济基金、腾讯、红杉中国参与投资(C轮)，腾讯科技 云锋基金(B轮)，红杉资本(A轮)
150-500人
http://www.medlinker.net"
金融产品经理,浙江天鹂网络科技有限公司杭州分公司招聘,15k-25k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
晋升空间大 周末双休 五险一金","
工作职责及内容:
1、规划和参与风控各业务领域,识别场景和价值点, 能具象化的进行产品原型设计、PRD的编写;与分析师、业务方紧密合作,挖掘数据的商业价值, 丰富产品形态；
2、将大数据的智能性融入产品，以更自动化、准确、智能的方式帮助业务切实提升效率；
3、清晰进行产品规划和设计迭代,与相关合作方达成一致,识别产品关键点及优先级,设计有效跟踪策略,推动产品落地；
4、具备一定的业务场景识别和市场竞争分析能力，能甄别用户关键需求点、业务使用产品问题，有效的利用分析结果协同部门合作方及业务方优化产品设计与辅助业务快速决策,并且有计划的改进。 
岗位要求:
1、有3年及以上产品设计与管理的经验，能够独产承担产品规划和落地工作;
2、具备良好的数据敏感度和业务视野,能够敏锐的捕获数据价值和产品机会; 
3、 具备较强的分析、管理及解决问题的能力,同时具有良好的逻辑表达能力、沟通能力、团队协同能力和抗压能力;
5、有金融风控系统建设 或 大数据资产服务者 、画像服务系统 背景等产品经理工作经验者优先。","杭州 - 西湖区 - 西溪银泰城4号楼801
","浙江天鹂网络科技有限公司杭州分公司
移动互联网,电商
不需要融资
150-500人
http://www.tianli.shop/ht..."
金融产品经理,还呗-智能信贷领先者商务部招聘,15k-30k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
补充公积金 大牛多 弹性不打卡","
岗位职责
1、负责已接入资金项目的落地（包括资金平台需求分析、设计和迭代）；
2、梳理资产端和资金端的交互逻辑，适配多种金融机构资金来源的匹配策略；
3、分析竞品动态及行业趋势，并给出对应优化策略；
4、对内沟通：负责与IT、财务、法务、风控等部门的沟通和相关问题的处理和解决；
5、对外沟通：负责与银行、信托、证券、消金、保险等金融机构的沟通，并挖掘资方需求。
  职位要求：
1、全日制本科及以上学历，计算机、统计、数学相关专业背景为佳；
2、3年以上互联网小贷、消金、助贷等交易系统设计和落地经验；
3、熟悉资金对接和资产端的信贷业务，有过多种交易结构对接的经验，对全流程有细致了解；
4、对交易流程、账户体系、信息流和资金流有清晰的把握；
5、有较强的逻辑思维能力和跨部门沟通能力，对产品有全局观。","上海 - 浦东新区 - 张江 - 金科路长泰广场A座201
","还呗-智能信贷领先者
金融
B轮
分众传媒(天使轮)
500-2000人
http://www.lattedata.com"
产品经理,中国平安58部招聘,10k-20k,/广州 /,经验1-3年 /,学历不限 /,全职,"
工作时间有弹性续佣长期服务奖、周六日双休","
认真做事，努力工作，真诚待人，积极向上，坚持不懈","广州 - 越秀区 - 广卫 - 越华路112号珠江国际大厦
","中国平安
金融
上市公司
2000人以上
https://www.lagou.com/gon..."
智能硬件APP产品经理,360招聘,20k-35k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
战略业务","
职责描述：
摄像机APP软件产品工作。
完善APP功能、体验，协调内外部资源，管控项目流程进度。


任职要求：
3年以上互联网APP产品经理工作。
敏捷的产品思维、产品嗅觉。
较强的资源协调和项目协同能力。
非常强的沟通能力。","北京 - 朝阳区 - 酒仙桥路6号院（电子城•国际电子总部）
","360
信息安全
上市公司
2000人以上
http://www.360.cn"
平台产品经理,鱼泡泡招聘,15k-30k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
快速成长","
工作职责：
1、负责公司在线教育考试平台的产品规划工作，包括在线考试系统、考试预约系统。
2、负责与运营沟通，收集、评估业务需求，推进产品落地；
任职要求：
1.理工科背景，211/985本科及以上学历；
2.1年以上互联网产品经验，有在线培训考试或在线教育相关产品经验者优先；
3.熟练使用Axure/Mindmanager/Word /PPT/Excel 等产品经理必备软件；
4.逻辑思维能力强，有较强的条理性和判断力；
5.工作踏实，具有强烈的责任心、组织以及沟通能力。","上海 - 徐汇区 - 虹梅路 - 古美路1582号2期C幢6楼
","鱼泡泡
社交
B轮
150-500人
http://www.yitantech.cn/"
资深产品经理/总监 (MJ003907),去哪儿网机票事业部招聘,35k-50k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
六险一金、地铁附近、加班福利、团队年轻","

1、负责去哪儿网机票业务的商业化产品规划与探索，不断创新、挖掘、设计新的产品或功能，对收入增长负责；
2、根据机票用户在不同的购买场景下，推荐合适的辅营服务或商品，以用户体验为基础实现收益增长；
3、持续研究用户心理，挖掘数据价值，不断优化场景化搭售策略；
4、通过前端页面的交互流程研究，找到收益最大化的产品交互，提升商品转化率。

职位要求：
1、有相关工作经验，从事过收益类产品经理或电商前端偏购物车流程、用户体验类的产品优先；
2、能够通过各种数据的收集，归纳，分析对产品的设计和运营进行及时的调整及改进；
3、有带团队经验优先，有出色的推动力；
4、内心强大，抗压能力强，能扛指标。","北京 - 海淀区 - 小营 - 西小口路66号中关村东升科技园(北领地)
","去哪儿网
旅游
不需要融资
百度(上市公司)，GGV Capital(C轮)，Mayfield、GSR Ventures、Tenaya Capital(B轮)，Mayfield、GSR Ventures(A轮)
2000人以上
http://www.qunar.com"
后端产品经理,YY学车产品中心招聘,8k-10k,/广州 /,经验3-5年 /,大专及以上 /,全职,"
带薪年假 朝十晚七 股权期权 周末双休","
岗位描述：

1、负责YY学车电商运营、订单、财务、客服、CRM等后台系统的产品设计；
2、对接业务部门，完成需求分析，并最终形成产品原型和需求文档；
3、组织协调业务部门、技术部门等内部资源，推动产品项目的上线；
4、根据运营数据分析、业务和用户的反馈，持续优化产品。

岗位要求：

1、3年以上互联网产品策划工作经验，有电商后台产品从无到有设计经验者优先；
2、熟悉互联网产品整体实现过程，包括从业务调研、需求分析到产品发布；
3、具有优秀的创造力、想象力、逻辑思维与系统分析能力，良好的沟通能力和数据分析能力；
4、自我要求高，自我驱动能力强，逻辑框架清晰，目标导向。","广州 - 天河区 - 石牌 - 广州市天河南二路30号宏发大厦581室
","YY学车
移动互联网,消费生活
A轮
500-2000人
http://www.yyxueche.com"
数据产品经理,贝壳效率工程线招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
六险二金,免费三餐,带薪年假,十六薪","
岗位职责
1.基于对贝壳的深入理解，为业务和产品提供数据决策支持和解决方案；
2.通过对产品业务的研究分析，搭建相关数据指标体系，在业务洞察、用户洞察、结果归因、精细化运营等方面通过数据驱动产品业务发展；
3.负责相关业务产品部门的数据工作，包括业务指标管理，元数据维护、数据可视化、数据质量监控、需求对接、数据提取和计算等；
4.完成产品的策划、原型、流程和交互设计；协调业务部门、研发、测试等团队，推进产品化进程；关注产品的用户体验，掌握数据和场景的变化，持续优化已有的产品功能。
 任职资格： 
1.本科及以上学历，3年及以上数据产品或数据分析经验；
2.善于沟通，具有服务意识，良好的团队合作精神，具备较强的项目管理经验；
3.对数据敏感，逻辑性强，有一定的数据统计和运营分析能力；
4.熟悉运用SQL，对前端BI、底层DB有深入的了解，能够独立完成基础数据的探查工作，掌握Hive，spark等大数据工具者优先；
5.熟练使用Axure，Xmind，Excel，PPT等产品工具。","北京 - 海淀区 - 上地 - 开拓路11号福道大厦
","贝壳
房产家居
D轮及以上
2000人以上
http://www.ke.com"
金融产品经理,易梦缘招聘,20k-40k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
五险一金，公司前景好，团队团结友爱","
 1、 负责金融交易类产品战略规划布局； 2、 负责整体产品设计、产品盈利模型及运营模型的搭建； 3、 深入研究产品，洞悉金融信息服务产品未来发展趋势，提出创新性产品策略；  4、 负责产品的各个生命周期，整合运营，开发，测试等资源，推动项目的进展、共同实 现产品目标。 5、 负责团队管理，建设和发展产品团队，组织开展员工队伍培训、及人才梯队建设工作， 满足公司业务拓展需要；
  任职要求： 1、本科及以上学历，金融相关专业背景，三年以上互联网金融产品经理经验，熟悉互金行 业，有互联网金融行业或相关项目工作背景优先；  2、思维敏锐，逻辑分析能力强，有较强的求知欲，工作注重细节； 3、沟通能力、组织协调管理能力强。 4、优秀的领导力和团队打造能力，具备良好的沟通协调能力，具备强大抗压能力。","北京 - 朝阳区 - 东方梅地亚C座1801
","易梦缘
电商,移动互联网
不需要融资
50-150人"
