职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
数据产品经理(助力车/顺风车),哈啰出行软件研发中心招聘,20k-40k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
期权奖励","
职位描述
1. 梳理顺风车/助力车业务的数据指标体系，保证指标口径统一和数据准确
2. 调研需求，与用户增长、风控等业务方紧密合作，设计数据产品，输出PRD文档（包括但不限于报表、看板、数据集市、数据预警）
3. 跟进数据产品的研发、测试、上线全流程，对数据结果进行验收
4. 运营上线产品，收集反馈，迭代优化
职位要求
1. 本科及以上学历，211/985优先
2. 5年以上数据相关工作经验；1年以上产品经验
3. 熟悉SQL与数据建模原理
4. 出色的数据可视化设计能力
5. 掌握Axure、MindManager等基本产品工具
6. 优秀的书面和口头沟通能力，良好的服务意识","上海 - 闵行区 - 秀文路898号西子国际中心
","哈啰出行
移动互联网,硬件
D轮及以上
蚂蚁金服、成为资本、富士达、威马汽车等(D轮及以上)
2000人以上
http://www.hellobike.com"
数据产品经理,贝壳效率工程线招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
六险二金,免费三餐,带薪年假,十六薪","
岗位职责
1.基于对贝壳的深入理解，为业务和产品提供数据决策支持和解决方案；
2.通过对产品业务的研究分析，搭建相关数据指标体系，在业务洞察、用户洞察、结果归因、精细化运营等方面通过数据驱动产品业务发展；
3.负责相关业务产品部门的数据工作，包括业务指标管理，元数据维护、数据可视化、数据质量监控、需求对接、数据提取和计算等；
4.完成产品的策划、原型、流程和交互设计；协调业务部门、研发、测试等团队，推进产品化进程；关注产品的用户体验，掌握数据和场景的变化，持续优化已有的产品功能。
 任职资格： 
1.本科及以上学历，3年及以上数据产品或数据分析经验；
2.善于沟通，具有服务意识，良好的团队合作精神，具备较强的项目管理经验；
3.对数据敏感，逻辑性强，有一定的数据统计和运营分析能力；
4.熟悉运用SQL，对前端BI、底层DB有深入的了解，能够独立完成基础数据的探查工作，掌握Hive，spark等大数据工具者优先；
5.熟练使用Axure，Xmind，Excel，PPT等产品工具。","北京 - 海淀区 - 上地 - 开拓路11号福道大厦
","贝壳
房产家居
D轮及以上
2000人以上
http://www.ke.com"
数据产品经理（基础数据方向）,随手科技随手集团招聘,13k-25k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
团队氛围好，发展空间大","
岗位职责：
1、负责集团各业务中心之间数据流转需求处理工作，负责日常基础数据维护工作，负责集团自建商业智能工具底层支持工作；
2、搭建全集团的数据治理体系、推动驱动数据治理工作，确定数据治理流程与制度建设方案(包括技术方向评估和技术选型)；
3、负责集团大数据治理(元数据、数据标准、数据质量、数据资产目录)相关系统工具功能规划和总体方案设计；
4、推进数据标准、数据质量、元数据的管理等办法的实施，监督和检查相关管理办法的执行落地情况；
5、对数据质量负责：与业务数据所有者合作，建立数据质量业务规则，提出数据质量改进计划，挖掘数据价值。

任职要求：
1、统招大学本科及以上学历，计算机/软件/信息管理类相关专业；
2、三年及以上大型企业数据治理/数据标准项目管理相关工作经验，有数据仓库，数据集市，数据管控平台项目设计和实施经验者优先，具备咨询公司大数据或数据治理咨询经验者优先；
3、熟悉数据治理体系架构，对数据标准、数据质量、信息模型、元数据管理，数据维度建模方法有深入研究；
4、掌握主流数据仓库技术，理解 Hadoop、Hive、HBase、MapReduce、Flume、Kafka、Storm 一种或者几种；
5、熟练掌握Visio、MindManager、Axure等基本产品工具；精通SQL、Excel，至少熟悉一种脚本语言Python/shell；
6、具备owner意识，具备较强的沟通能力、具备良好的跨部门合作、较强的项目管理及资源协调能力；
7、熟悉金融业务流程及数据流转关系，对新技术敏感，学习能力强，逻辑思维强。","深圳 - 南山区 - 大冲 - 科技园金蝶软件园B座8楼北
","随手科技
金融
C轮
KKR集团（全球私募鼻祖）(C轮)，复星昆仲领投，红杉资本(B轮)，红杉资本(A轮)
500-2000人
http://www.sui.com/"
数据产品经理,威富通科技产品中心招聘,15k-30k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
六险一金、安居计划、年度健康体检","
岗位职责：
1、负责公司各业务方向大数据产品调研、产品规划、执行；  
2、深度挖掘大数据应用需求，设计大数据解决方案和产品；  
3、组织并推动完成数据产品的设计和研发，包括产品文档撰写、原型设计、跟踪产品开发进展、发布；
4、对用户体验负责，根据用户反馈、市场需求、数据分析等对产品进行持续优化；
5、参与其他中后台项目的用户调研、产品功能策划工作。
任职要求：
1、本科以上学历，计算机、统计学、数学等相关专业，3年及以上大数据产品或互联网数据产品设计经验；
2、丰富的产品经理工作经验：从需求确认、产品原型，PRD撰写、资源协调，产品上线后的跟进与项目管理；
3、对主流大数据产品、数据仓库、BI产品的现状和发展趋势有深入了解；
4、有参与过数据治理、数据仓库、数据分析与挖掘、数据可视化相关项目者优先；
5、具有一定的产品创新、风险评估及可行性分析能力；
6、富有激情，拥有较强的自我学习能力。","深圳 - 南山区 - 科技园 - 高新南一道中科大厦23楼
","威富通科技
移动互联网
上市公司
500-2000人
http://www.swiftpass.cn"
数据产品经理,兑吧数据产品招聘,20k-40k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
项目靠谱，团队靠谱，平台发展好","
岗位职责：
1. 负责数据/风控产品业务的产品规划、全链路数据采集、数据分析和数据应用；
2. 深度理解业务，提炼数据需求，提供产品化解决方案，推动各部门资源进行落地；
3. 持续跟踪行业动向和新技术，设计创新解决方案，确保数据/风控产品的市场竞争力。

任职要求：
1. 三年以上数据产品/开发经验，对广告行业的数据采集和应用有深刻理解，能够提出完整的产品方案。
2. 具备较强的数据分析能力，若有相关数据爬虫、数据开发、数据分析师经验尤佳；
3. 较强的onwer意识和结果导向意识，兼具优秀的执行力，能够在较大压力下快速响应业务需求，得到预期结果。","杭州 - 西湖区 - 文一路 - 杭州市文一西路98号数娱大厦702室
","兑吧
移动互联网
上市公司
兰馨亚洲、TPG(C轮)，云毅投资、前海国泰(B轮)
500-2000人
http://www.duiba.com.cn"
数据产品经理 (MJ000704),乐信消费金融线招聘,18k-30k,/深圳 /,经验3-5年 /,学历不限 /,全职,"
发展空间大","
【工作职责】
负责数据产品的规划和设计，以业务视角根据不同业务场景将之固化抽象成数据产品并跟进实现；
制定相关数据流程标准和规范，与业务产品、后台开发、数据开发密切协作，保证数据的生产、采集、加工及使用各环节高效有序；
深入理解业务，进行数据策略设计、搭建数据财务模型
通过数据洞察业务特征和潜在机会，给出有效的行动建议，从数据的角度推动公司运营决策、产品方向
【任职要求】
本科及以上学历；数学、统计及计算机相关专业，五年以上数据产品及分析相关工作经验；
具备良好的沟通能力和表达能力，有独立的数据产品项目经验并且能够独立领导、设计、执行数据项目；
良好的数据敏感度，对数据驱动业务有深入理解，有丰富的基于产品及用户的数据分析经验；
精通Excel，掌握Python、R、SPSS等任一数据分析工具；
具备较强的自驱力和推动力，具备较强的逻辑分析能力、学习能力，高度的责任心和团队合作精神","深圳 - 南山区 - 高科技中心中国储能大厦
","乐信
金融
上市公司
华晟资本、共建创投(CoBuilder Partners)和一家国内大型保险机构领投(D轮及以上)，京东C轮战略投资(C轮)，获得由DST、京东集团领投，贝塔斯曼等跟投的近1亿美元融资(B轮)，获经纬中国领投的近千万美元融资(A轮)，险峰长青（原险峰华兴）投资(天使轮)
2000人以上"
数据产品经理,数澜科技产品创新招聘,15k-25k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
六险一金、扁平化管理、弹性工作时间","
1、负责数澜行业应用数据产品从0到1的设计研发落地推广
2、数据产品主要工作：根据市场客户需求，并结合行业产品经验，抽象提炼出数据解决方案及产品的功能点，并进行产品架构、数据设计、流程图、产品原型、PRD、用户手册等文档产出
3、规划数据产品演进路径、商业模式的探索和商业素材的沉淀输出
4、组织和推动开发团队、运营团队、市场团队快速推进、落地产品，通过客户验证产品闭环和价值

岗位要求：
1、有B端行业产品从0到1经验优先
2、本科及以上学历，扎实的数据平台/数据产品开发或设计基础，3年以上相关经验，有独立负责大数据产品经验者为佳；
3、有丰富的产品设计和项目管理经验，并可以熟练使用Axure等工具进行产品的原型设计，具备SQL等技术开发经历或有数据平台产品经理从业经验的作为加分项；
4、具备较强的数据分析能力、逻辑思维能力、沟通能力，能够有效整合团队资源推动业务发展；
5、有很强的产品owner意识，良好的自我管理能力、环境适应能力和执行力，能较大压力下保持工作激情；
6、热爱数据，喜欢迎接挑战和承担责任，积极主动，高效的执行力。","杭州 - 余杭区 - 良睦路1288号梦想小镇创业集市3号楼
","数澜科技
企业服务,数据服务
A轮
获得天堂硅谷资本领投，IDG资本跟投的A+轮融资(A轮)，云锋基金领投，IDG资本、浙商产融及洪泰基金跟投(A轮)，获得IDG和湖畔山南千万级别天使轮投资(天使轮)
150-500人
http://www.dtwave.com/ind..."
数据产品经理,探知数据产品部招聘,18k-35k,/上海 /,经验3-5年 /,硕士及以上 /,全职,"
期权激励,高提成,不定时团建,晋升空间大","
岗位职责
1. 熟悉金融、互联网金融等行业业务模式，研究内外部数据的应用方向，结合客户需求和业务场景，对公司的数据资源进行系统性规划；
2. 构建数据资源评价与分析体系，测试、跟踪、分析、挖掘客户需求，形成数据产品并持续优化与跟进；
3. 挖掘海量的数据资源价值，进行深度诊断、组合分析、建模评分，以提高生产力；
4.与业务部门、技术部门保持良好的沟通协作，交付客户完整的数据分析解决方案。

任职要求
1. 统计、数学、信息技术等理科专业，本科及以上学历，具备2年左右数据挖掘或者模型算法工作经验 ；
2. 熟悉mysql等数据库语言，熟悉Python、R等数据挖掘工具，熟悉Tableau、Powerview、Cognos等数据可视化或商业智能工具；精通office办公软件；有数据仓库、数据平台、商业智能、数据可视化、数据模型、数据化运营经验者优先；
3. 有丰富的项目经验，有跨团队、部门的资源整合能力，能独立开展研究项目，能高效的与技术团队沟通，能独立编写数据分析报告，发现问题并推动落地；
4. 具备较强的逻辑思维能力、团队协作能力、沟通能力、学习能力，严谨的数据思维，独到的见解与创新意识；为人耐心细致、踏实负责、积极向上。","上海 - 静安区 - 西藏北路18号四行天地A座三楼
","探知数据
金融,数据服务
A轮
弘帆资本(天使轮)
50-150人
http://www.tanzhishuju.com"
数据产品经理,微链产品部招聘,15k-25k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
发展前景 五险一金 福利制度","
1、打造数据服务业务的能力，抽象用户需求形成数据产品的核心功能，赋能公司各个业务方，灵活支撑业务的创新和探索，让数据产生业务价值。
2、负责BI平台的内容、权限、数据源管理，推进平台的易用性和规范化。 
3、分析、挖掘产品需求，协同数据开发团队规划数据发展方向。 
4、定期市场调研、竞品分析、产品规划复盘及重定义。 
5、定期进行产品功能分析，不断迭代优化，提升用户整体满意度。
任职资格
1、具有3年以上互联网产品经验，有独立负责某个产品方向的经验，具备整体规划能力和执行能力。 
2、参与过数据体系或数据产品的搭建，有较好的业务需求抽象能力和产品设计能力。 
3、参与过推荐算法产品的搭建，有较好的逻辑思维能力。
4、熟练使用MySQL，有BI工具规划相关经验。 
5、本科及以上学历，计算机、统计、数学等专业背景优先。","杭州 - 西湖区 - 西溪 - 双龙街239号西投创智中心2号楼201室
","微链
移动互联网,企业服务
B轮
50-150人
https://www.lagou.com/gon..."
数据产品经理,TRADE X （上海）招聘,20k-40k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
国际化团队，免费英语健身","
岗位职责：
1、 参与平台的数据产品设计和应用规划，制定产品计划； 
2、 负责和业务部门紧密合作，挖掘数据需求，优化数据流程及在业务上的应用； 
3、 负责数据平台包括客户画像、财务统计、数据分析等领域的数据产品设计，需求文档撰写，协调跨部门技术团队完成项目落地，并跟进开发、测试、验收全过程。

任职要求 
1、 熟练使用Axure等产品原型设计工具、具备较强的产品设计和规划能力；
2、 熟练使用 R, SQL, 有Python经验者优先
3、 有独立的数据分析、数据建模、数据产品化应用的设计能力； 
4、 思路清晰严谨，逻辑性强，注重细节；有较强的沟通能力，团队协作能力；有较强的学习能力，善于探索，主观能动性强； 
5、 有独立负责大型互联网数据平台、金融或保险数据项目优先。","上海 - 徐汇区 - 徐家汇 - WeWork国贸汇
","TRADE X （上海）
金融,汽车丨出行
不需要融资
50-150人
https://tradexport.cn/"
数据产品经理,TapTap产品部招聘,15k-30k,/上海 /,经验1-3年 /,本科及以上 /,全职,"
老板带","
工作职责:
1. 负责TapTap数据及推荐平台的规划和产品设计
2. 借助数据工具产出临时的数据报告
3. 能有效与其他部门沟通，对数据产出的合理性和有效性直接负责；
4. 通过了解产品战略和业务场景分解、提炼产品需求，制定合理的优先级并推进项目进度。

任职资格:
1. 本科及以上学历，2年以上移动互联网产品或者数据分析经验；
2. 有数据类产品经验，有推荐算法经验优先；
3. 优秀的逻辑思维，沟通和数据分析能力，独立思考，极致执行；
4. 熟悉互联网产品开发迭代流程，有效协调并推动各方资源达成目标，有团队领导力；
5. 具备良好的用户体验意识，换位思考，同时具备创新精神。","上海 - 闸北区 - 万荣路700号A3栋202
","TapTap
游戏,社交
B轮
吉比特，心动网络，飞鱼科技，网易BoBo(B轮)，吉比特，飞鱼科技，心动网络(A轮)
50-150人
http://www.taptap.com"
数据产品经理,永洪科技产品招聘,15k-20k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
技术大牛，工作氛围好，行业领先","
岗位职责：
1、负责大数据平台产品规划及版本迭代推进；
2、负责收集大数据平台发展业务需求，调研业务场景挖掘潜在需求，针对竞品做竞品分析；
3、参与数据仓库/数据集市的建模工作，满足业务各应用端对数据的使用需求；
4、参与数据仓库ETL设计、开发和优化工作，保证数据准确、稳定、组织合理；
5、总结与沉淀数据仓库建设的方法，设计和开发数据产品和工具，系统化、自助化地提高业务分析效率；
任职要求：
1、5年以上数据仓库建设经验，要求做过传统数仓和大数据数仓；
2、精通Teradata/Greenplum/Oracle/DB2/hadoop 等至少一种数据仓库；
3、精通数据仓库建设方法论, 熟悉大型数据仓库架构和模型设计，精通ETL开发；
4、精通数据仓库领域知识和管理技能，包括但不局限于：元数据管理、数据质量、主数据管理、性能调优等；","北京 - 朝阳区 - 光华路soho2期C座9层
","永洪科技
企业服务
C轮
150-500人
http://www.yonghongtech.com"
数据产品经理,爱选科技招聘,16k-25k,/北京 /,经验3-5年 /,学历不限 /,全职,"
入职缴纳社保、公司氛围好， 发展迅速","
岗位描述：
1、参与风控系统的系统分析、功能设计、开发管理、迭代进化；
2、协助进行数据分析体系建设和完善；
3、协助分析师对数据洞察以及定性和定量分析，迅速定位内部问题或发现机会
4、支持团队内部数据需求
任职要求：
1、本科以上学历，对数据挖掘、机器学习熟悉者优先；
2、数据公司风控系统3年以上相关工作经验；
3、有丰富的数据对接，数据商务产品提供经验
4、有数据分析能力，逻辑严密；具有良好沟通协作能力和团队协作意识。","北京 - 朝阳区 - 建国门 - 富尔大厦809
","爱选科技
移动互联网,金融
天使轮
15-50人
https://www.lagou.com/gon..."
数据产品经理,Linkflow产品部招聘,12k-20k,/南京 /,经验3-5年 /,本科及以上 /,全职,"
弹性工作,配MAC,双休,六险一金","
Linkflow面向企业客户，提供客户数据管理平台，为企业客户实现数据继承、数据智能和数据运营服务，其中数据智能为平台的核心，数据智能体险在面向各行业企业客户时能够提供符合行业需求和业务逻辑的数据分析和数据呈现。期待有数据产品才能的您能够加入我们，与我们一起在客户数据管理道路上不断创新，推动企业客户的持续数据化。
  岗位职责：
1. 基于公司产品平台、技术架构和客户使用场景，规划产品大数据系统，设计产品功能，并对产品交付负责；
2. 在对业务深入理解的基础上，梳理业务核心逻辑、关键指标、过程指标等，构建数据指标体系，建立合适的分析模型对业务问题进行分析；
3. 绘制产品原型图、产品流程、交互设计、数据可视化设计，编写相关需求说明书；
4. 研究国内外大数据应用的各类场景，并将相关数据结合产品特点，设计数据个性化产品及可视化产品，支持各类用户对大数据的洞察；
5. 与产品总监和研发团队密切合作，管理产品需求和版本迭代。
  岗位要求：
1. 五年以上企业级产品完整主导经验，具备数据类企业SaaS相关产品如报表平台、指标体系、精准营销、用户行为、BI，数据仓库，数据可视化等经验；
2. 熟悉Java语言及软件产品后台架构，具备技术评估和实现性合理解决方案；
3. 具有良好的产品交互设计能力和经验；
4. 优秀的逻辑思考能力和归纳总结能力，具备需求分析或业务流程设计等能力；
5.优秀的内驱力、抗压性、分享学习能力、团队合作意识与工作激情。","南京 - 江宁区 - 双龙大道 - 董村路39号天琪科技大厦2号楼
","Linkflow
企业服务,广告营销
A轮
15-50人
https://www.linkflowtech.com"
数据产品经理,阿卡索外教网系统研发部招聘,10k-15k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
五险一金,员工旅游,健身俱乐部,带薪年假","
岗位职责：
1、协助业务部门进行需求分析，形成可执行落地原型；
2、以业务和产品需求驱动，与技术团队合作，设计和规划基础数据平台；3、协助编写需求文档
4、协助对开发和测试人员进行需求讲解答疑，跟进开发进度；
任职要求：
1、本科及以上学历，有1年以上BI/DW产品实施或研发经验，计算机、数学、统计学相关专业；
2、对于BI理论、行业应用有深刻认识与研究，熟悉数据仓库解决方案；3、熟悉在线教育行业，有教育行业数据产品经验者优先；
4、对数据有业务敏感性，具有可根据数据的应用场景，抽象数据需求，搭建数据模型，输出需求文档的能力；
5、个性乐观开朗，沟通能力强，具备良好的团队协作精神。","深圳 - 罗湖区 - 国贸 - 嘉宾路2018号处深华商业大厦7楼整层
","阿卡索外教网
教育,移动互联网
C轮
2000人以上
http://www.acadsoc.com.cn"
数据产品经理,阿卡索外教网系统研发部招聘,10k-15k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
五险一金,员工旅游,健身俱乐部,带薪年假","
岗位职责：
1、协助业务部门进行需求分析，形成可执行落地原型；
2、以业务和产品需求驱动，与技术团队合作，设计和规划基础数据平台；3、协助编写需求文档
4、协助对开发和测试人员进行需求讲解答疑，跟进开发进度；
任职要求：
1、本科及以上学历，有1年以上BI/DW产品实施或研发经验，计算机、数学、统计学相关专业；
2、对于BI理论、行业应用有深刻认识与研究，熟悉数据仓库解决方案；3、熟悉在线教育行业，有教育行业数据产品经验者优先；
4、对数据有业务敏感性，具有可根据数据的应用场景，抽象数据需求，搭建数据模型，输出需求文档的能力；
5、个性乐观开朗，沟通能力强，具备良好的团队协作精神。","深圳 - 罗湖区 - 国贸 - 嘉宾路2018号处深华商业大厦7楼整层
","阿卡索外教网
教育,移动互联网
C轮
2000人以上
http://www.acadsoc.com.cn"
数据产品经理,强时科技招聘,15k-25k,/深圳 /,经验3-5年 /,大专及以上 /,全职,"
弹性工作 领导nice 免费午餐","
岗位职责：
1、负责数据模块的产品设计，规划产品架构及其发展方向，定义开发迭代范围；
 2、分析整理业务数据，建立业务指标体系与分析模型框架；
 3、做到以结果为导向，与业务部门紧密沟通交流，充分了解用户需求以及对场景的准确定义；
 4、对数据逻辑有清晰的了解。
  任职要求
  1、本科及以上学历，2年或以上相关工作经验，统计、数学、计算机或相关技术专业优先；
  2、熟练使用AXure、Excel、PPT等工具；
  3、了解常用的数据分析方法；
  4、优秀的分析和解决问题能力、良好的沟通能力和团队协作能力；
  5、具备良好的数据敏锐度，能够敏锐的捕获数据价值和产品机会。","深圳 - 南山区 - 科技园 - 卫星大厦
","强时科技
移动互联网,电商
不需要融资
50-150人
www.chancegood.com"
数据产品经理,大箴（杭州）科技有限公司ds基础数据部招聘,20k-40k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
五险一金、十五薪、年假、餐补","


1. 依据公司的总体战略和产品规划，完成公司大数据

平台的详细产品需求文档的编写；

2. 大数据相关产品和工具的研发，基于分布式数据存

储和计算平台进行领域大数据工具的产品设计，包括数

据采集工具、数据治理工具和相关数据分析工具等；

3. 支撑大数据产品和工具在领域项目中的落地，针对

应用需求进行场景设计和工具提供；

4. 对产品和工具负责，协调产品各协作方，推进技术

团队完成产品技术方案和计划的落地实施，确保产品的

开发进度和质量，保证产品功能顺利发布；

任职要求：

1、大学本科及以上学历，有3年以上大数据相关产品经验；

 2、熟悉大数据采集、治理和分析产品应用场景和工作原理，有过类似产品设计背景优先；

 3、熟练使用Axure/project等产品开发工具； 

4、对数据敏感，具备较强的逻辑分析及数据报告输出

5、学习能力强，良好的团队合作能力。","杭州 - 拱墅区 - 万达广场D座16楼
","大箴（杭州）科技有限公司
电商,金融
不需要融资
50-150人
https://www.lagou.com/gon..."
数据产品经理,阿里文娱招聘,25k-45k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
福利待遇，发展前景","

1.  负责内容平台APP、PC及内容后台系统的整体产品数据指标体系的梳理与建设；
2.  融入相应业务团队，深入挖掘业务痛点，进行指标体系优化、诊断分析、决策支持、数据化运营等；
3.  负责可视化数据产品构建；
4.  负责临时数据的探索，业务核心指标分析等工作；
5.  探索和引入行业先进的数据产品及规范，提升数据使用效率、使数据更好的赋能业务发展。
职位要求：
1. 热爱互联网行业，3年以上数据产品经验
2. 热爱数据，具备良好的逻辑思维体系、良好的QL(HiveQL/SQL)能力及基本的脚本能力(如shell/python)
3. 具备数据分析思路和能力
3. 有研究精神，具备良好的主动学习能力和抗压能力
4. 本科及以上学历，数学/统计/物理/计算机等专业优先","北京 - 朝阳区 - 望京 - 方恒国际中心
","阿里文娱
文娱丨内容,移动互联网
上市公司
2000人以上
http://chrcmp.chinahr.com..."
数据产品经理,上海展盟产品部招聘,20k-30k,/上海 /,经验3-5年 /,学历不限 /,全职,"
薪资福利好,发展空间大,领导好,氛围好","

1. 负责公司数据平台产品的长期规划、需求分析和产品设计。
2. 支持业务部门的数据需求，持续挖掘数据价值，提升公司整体数据分析能力。
3. 负责和统筹在项目推进过程中的跨部门协调沟通工作，确保产品的上线进度。
4. 分析用户需求和行为，挖掘各类数据的价值，进行数据整合，推进产品变现。
任职资格：
1. 本科以上学历，3年以上互联网产品经验。有数据平台类产品经验者优先。
2. 熟悉产品设计实现流程，包括从需求分析到模型开发、产品发布及应用。
3. 具有良好的逻辑思维与系统分析能力，对设计和细节敏感，对数据敏感。
4. 具有良好的团队协作意识、综合沟通能力，责任心强，抗压性强。","上海 - 浦东新区 - 张江 - 盛夏路666号上投盛银大厦E栋4楼
","上海展盟
移动互联网
不需要融资
50-150人
http://www.shzhanmeng.com/"
数据产品经理,逸享电子商务招聘,15k-30k,/宁波 /,经验3-5年 /,本科及以上 /,全职,"
发展前景优","
职位描述
1、负责数据业务的产品规划、产品设计、产品落地；
2、分析平台商家市场策略的需求，根据客户需求抽象提炼产品计划，并推进执行；
3、完成产品方案，包括：产品文档编写、产品原型设计、用户流程图等；
4、组织和推动各团队协同，确保产品快速迭代；
5、分析产品上线后数据和效果，引导以用户为中心的产品迭代。
任职资格
2、拥有3年以上SaaS产品设计经验，有良好的逻辑性和结构性思维，能够用产品思维解决业务或者客户问题；
3、熟悉业界主流BI产品， 如：Tableau\Qlikview\BIEE\Cognos\Quicksight\MSTR\BO等产品；
4、良好的数据分析能力，对算法能力有一定了解的优先；
4、有很强的产品owner意识，良好的自我管理能力、环境适应能力和执行力，能较大压力下保持工作激情；
5、有优秀的沟通和团队合作能力；具备良好的组织、协调、沟通能力，善于调动各个相关团队的积极性；","宁波 - 鄞州区 - 鄞州南部商务区
","逸享电子商务
电商,社交
未融资
15-50人
https://www.lagou.com/gon..."
【新加坡】数据产品经理,ShopeePM招聘,20k-40k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
海外；电商；东南亚；Shopee总部","
工作地点：新加坡，非深圳
公司：Shopee Singapore Pte. Ltd. 

工作职责：
深入理解业务用户的需求与痛点，设计并优化业务分析场景、指标、可视化展示，以及数据模型需求，完成指标体系搭建与数据产品设计开发，推动相应数据产品的研发和落地
负责产品的全过程管理，包括收集用户需求、调研和分析、制定产品规划、具体产品功能的设计、不断优化产品体验
撰写高质量的产品说明书，协调业务、研发团队高质量完成产品开发，并确保上线后的系统性能稳定
能独立完成数据分析、报表开发和报告编写，具备大数据分析方向的视野，协助团队完成部门任务
根据业务需要协助制定数据运营策略，规划和完善数据平台

职位要求：
本科及以上学历;计算机、数学、统计学相关专业优先
5年以上互联网公司数据产品工作经验，具备良好的原型设计能力，良好的数据敏感度，了解大数据相关知识，熟悉常见的数据分析和处理方法
主动性强，能深刻理解业务，根据用户对数据的应用场景，明确任务优先级，安排落地节奏
具备较强的数据分析能力、逻辑思维能力、沟通能力，较强的文字功底，能够有效整合团队资源推动业务发展","深圳 - 南山区 - 大冲 - 达实智能大厦29楼
","Shopee
电商
上市公司
2000人以上
http://shopee.cn/"
数据产品经理,爱财集团招聘,15k-30k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
多渠道晋升 大牛分享","
岗位职责：
1、负责信用/金融领域数据产品体系建设，通过模型化、工程化能力将集团数据转换成产品优势，赋能金融及其他领域的风控及营销场景；
2、有主题的规划团队产出的数据，匹配上下游需求，配合公司战略，负责数据产品和模型产品的规划、运营及推广；
3、深入了解各场景客户的需求，调研不同客群的风控、营销业务痛点，设计数据产品；           
4、协调资源及支持，驱动项目进度，主导产品落地，确保产品业务目标。                            
  任职资格：
1、数据产品设计经验，负责过数据类、金融类、风控类产品的规划、设计和运营，有很强的产品权责意识；                           
2、本科以上学历，计算机、统计、数学或工科专业优先；
3、熟悉信用评分模型、反欺诈模型、人工智能等领域知识优先； 
4、三年以上工作经验，数据sense强。   ","杭州 - 余杭区 - 仓前 - 绿汀路21-28号西溪堂商务中心1幢4-13楼
","爱财集团
金融
C轮
500-2000人
http://www.aixuedai.com"
数据产品经理（中高级）,哗啦啦研发部招聘,25k-50k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
五险一金 年终奖金 带薪年假 节日福利","
 工作职责：
- 基于对数据开发、使用场景、流程的梳理，进行产品规划、设计和产品生命周期管理（从概念提出到软件发布）；
- 负责数据BI产品的设计、规划、迭代、推广等
- 搭建、运营用户沟通渠道，定期和RD拜访用户，总结问题，提炼改进点。
- 结合用户需求和产品技术架构，完成新产品/功能的概念设计和原型展示； 
- 管理用户需求，协调各个部门，跟进产品从需求、设计、开发、测试、发布和运营的整个过程；
- 撰写和维护产品文档，如产品白皮书，用户使用手册等。

岗位要求：
- 有良好的产品分析与设计思路，有较强的逻辑分析能力，具备优秀的沟通能力、跨部门协作能力；
- 优秀的沟通协作和项目管理能力，能够在复杂环境下灵活调整、强力执行；能够灵活 应对内部和外部用户需求； 
- 1年以上数据产品工作经验者优先；
- 有BI分析、数据仓库建模、ETL开发经验者优先；
- 有大数据领域从业经验，了解Hadoop、Spark、Storm等的基本知识者优先；
 ","北京 - 西城区 - 西直门 - 西环广场T1-9层
","哗啦啦
移动互联网,消费生活
不需要融资
500-2000人
http://www.hualala.com"
数据产品经理,SEE小电铺招聘,15k-30k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
腾讯领投C+轮","
工作职责:
1.负责SEE数字营销系统和数据平台的数据产品规划设计，并推动技术团队将产品落地；
2.负责平台数据产品的工作，包括数据产品的需求收集和梳理、产品方案计划，能够撰写PRD和原型需求文档；
3.熟悉数据分析、 数据仓库 、BI报表相关实际工作经验者优先；
4.定期分析用户画像、KOL画像和商品画像特征，负责数字营销业务，提出产品优化和版本更新；
5.组织研发团队，完成数据产品的设计、研发和运营使用；
任职资格:
1.本科及以上学历，计算机、统计学或数据挖掘等相关专业；
2.有3年以上数据产品、数据分析、数据挖掘或数据运营相关经验；
3.熟悉Mysql查询语句，有HIVE数据仓库建模经验者、熟悉大数据分布式存储优先；
4.良好业务理解能力，逻辑分析和沟通协调能力，具有创新意识；高度的工作责任心，能承受较大的工作压力；","深圳 - 南山区 - 科技园 - 深圳市南山区学府路百度国际大厦西塔楼6楼
","SEE小电铺
移动互联网
C轮
150-500人
http://www.seeapp.com"
